id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
21141,boardgame,b'Eastern Front 2',b'2005',b'2',b'2',b'60',b'60',b'60',b'12',b'36',b'6.20417',b'5.52122',b'78',b'0',b'1',b'23',b'28',b'9',b'2'
161887,boardgame,b'Amber Route',b'2014',b'2',b'4',b'60',b'60',b'60',b'8',b'91',b'5.68901',b'5.51707',b'178',b'7',b'8',b'52',b'28',b'1',b'1'
28052,boardgame,b'Color Scheme',b'2007',b'2',b'2',b'30',b'30',b'30',b'6',b'18',b'5.65556',b'0',b'35',b'2',b'1',b'5',b'15',b'3',b'1'
2905,boardgame,"b'Pancho Villa, Dead or Alive!'",b'1994',b'2',b'3',b'120',b'120',b'120',b'0',b'17',b'6.08353',b'0',b'101',b'6',b'9',b'21',b'17',b'2',b'2.5'
11102,boardgame,b'Juden Raus',b'1938',b'2',b'6',b'0',b'0',b'0',b'12',b'20',b'4.3',b'0',b'2',b'0',b'5',b'17',b'14',b'1',b'1'
33060,boardgame,b'Neighborhood Conflict',b'2007',b'1',b'10',b'300',b'120',b'300',b'10',b'10',b'7.4',b'0',b'7',b'0',b'0',b'3',b'4',b'3',b'4'
179932,boardgame,"b""G'Zoink""",b'2015',b'2',b'8',b'45',b'20',b'45',b'5',b'10',b'3.9',b'0',b'31',b'2',b'0',b'0',b'4',b'0',b'0'
965,boardgame,b'Ben Hurt',b'1996',b'4',b'8',b'60',b'60',b'60',b'12',b'281',b'5.66103',b'5.51863',b'661',b'28',b'7',b'14',b'128',b'27',b'1.7407'
81819,boardgame,b'Mix Match',b'2010',b'2',b'6',b'15',b'15',b'15',b'8',b'13',b'5.52308',b'0',b'26',b'1',b'1',b'0',b'7',b'0',b'0'
19279,boardgame,b'Fontenoy 1745: Guerra de Sucesion Austriaca',b'1991',b'2',b'2',b'180',b'180',b'180',b'12',b'8',b'5.5',b'0',b'38',b'1',b'1',b'2',b'1',b'1',b'1'
76083,boardgame,b'The Battle of Gettysburg',b'2012',b'1',b'2',b'300',b'300',b'300',b'12',b'9',b'6.77778',b'0',b'60',b'2',b'5',b'11',b'7',b'2',b'1.5'
46245,boardgame,b'Pixel Lincoln',b'2008',b'1',b'1',b'15',b'15',b'15',b'13',b'13',b'5.82308',b'0',b'31',b'1',b'2',b'8',b'3',b'0',b'0'
165477,boardgame,b'Orcs Orcs Orcs',b'2014',b'2',b'4',b'45',b'45',b'45',b'13',b'528',b'6.42244',b'5.74851',b'1504',b'105',b'11',b'86',b'163',b'19',b'2'
17564,boardgame,b'Mecca to Medina',b'2005',b'2',b'6',b'30',b'30',b'30',b'8',b'12',b'6.04167',b'0',b'11',b'0',b'0',b'6',b'7',b'1',b'2'
32337,boardgame,b'About Time',b'2007',b'2',b'8',b'90',b'90',b'90',b'14',b'80',b'6.04025',b'5.53541',b'158',b'14',b'2',b'14',b'39',b'9',b'1.5556'
1216,boardgame,b'Mystery Garden',b'1989',b'2',b'6',b'30',b'30',b'30',b'4',b'168',b'5.15655',b'5.45791',b'444',b'32',b'3',b'13',b'92',b'17',b'1.0588'
86538,boardgame,b'Black Stories 6',b'2010',b'2',b'15',b'20',b'20',b'20',b'12',b'64',b'5.98203',b'5.52408',b'204',b'2',b'0',b'11',b'11',b'2',b'1'
34074,boardgame,b'Down Under: The Australian Pub Game',b'1988',b'2',b'2',b'5',b'5',b'5',b'0',b'10',b'5.7',b'0',b'25',b'1',b'1',b'4',b'6',b'2',b'1'
28549,boardgame,b'In Other Words...',b'1988',b'2',b'4',b'0',b'0',b'0',b'10',b'7',b'6.28571',b'0',b'28',b'0',b'1',b'1',b'4',b'0',b'0'
15111,boardgame,"b""Yahtzee: Texas Hold'em""",b'2004',b'2',b'6',b'30',b'30',b'30',b'18',b'261',b'5.13122',b'5.43682',b'824',b'67',b'2',b'4',b'127',b'22',b'1.5'
20302,boardgame,b'Punch!',b'2005',b'2',b'2',b'15',b'15',b'15',b'8',b'74',b'6.24189',b'5.52801',b'104',b'0',b'0',b'31',b'47',b'9',b'1.1111'
11325,boardgame,b'Calling All Care Bears',b'2002',b'2',b'4',b'15',b'15',b'15',b'4',b'10',b'4.6',b'0',b'26',b'2',b'0',b'2',b'5',b'0',b'0'
9152,boardgame,"b""The Damned Die Hard: Philippines '41""",b'1999',b'2',b'2',b'360',b'360',b'360',b'12',b'35',b'6.45',b'5.51181',b'204',b'10',b'10',b'18',b'22',b'8',b'3.875'
174646,boardgame,b'Orcs Must Die! The Board Game: Unchained Edition',b'2016',b'1',b'4',b'150',b'60',b'150',b'14',b'100',b'6.7304',b'5.58199',b'471',b'25',b'9',b'43',b'47',b'2',b'2'
161882,boardgame,b'Irish Gauge',b'2014',b'3',b'5',b'60',b'60',b'60',b'12',b'800',b'7.35153',b'6.19507',b'1639',b'13',b'176',b'628',b'234',b'31',b'2.4194'
55841,boardgame,b'Schwarzes Gold',b'2009',b'2',b'4',b'25',b'25',b'25',b'8',b'56',b'6.44732',b'5.53793',b'96',b'7',b'4',b'11',b'23',b'3',b'2'
18907,boardgame,b'War in the Aegean',b'2005',b'2',b'2',b'300',b'300',b'300',b'12',b'39',b'5.61538',b'5.49701',b'299',b'16',b'2',b'15',b'35',b'10',b'3.8'
216734,boardgame,b'Dice Throne: Season One',b'2018',b'2',b'6',b'40',b'20',b'40',b'8',b'3063',b'7.75384',b'6.87785',b'5190',b'97',b'229',b'1162',b'765',b'51',b'2.0588'
14550,boardgame,b'Hollywood Lives',b'2004',b'10',b'25',b'180',b'180',b'180',b'12',b'17',b'7.44118',b'0',b'139',b'14',b'7',b'25',b'26',b'4',b'1.75'
138338,boardgame,b'Continental Divide',b'2013',b'3',b'6',b'120',b'120',b'120',b'12',b'179',b'6.72905',b'5.64594',b'407',b'16',b'24',b'68',b'87',b'6',b'3.5'
24742,boardgame,b'Cold War: CIA vs KGB',b'2007',b'2',b'2',b'60',b'30',b'60',b'12',b'3799',b'6.64463',b'6.3198',b'5867',b'350',b'71',b'410',b'1204',b'393',b'1.8575'
721,boardgame,b'Oregon Trail',b'1981',b'1',b'8',b'120',b'120',b'120',b'0',b'45',b'5.41',b'5.49404',b'128',b'8',b'21',b'34',b'25',b'4',b'2.25'
155922,boardgame,b'Journey in the Underworld',b'2013',b'1',b'1',b'20',b'20',b'20',b'10',b'22',b'6.5',b'0',b'43',b'2',b'2',b'20',b'22',b'1',b'1'
35706,boardgame,b'Carpe Astra',b'2008',b'2',b'4',b'60',b'60',b'60',b'12',b'435',b'5.95189',b'5.60512',b'784',b'118',b'23',b'109',b'199',b'47',b'2.5957'
63897,boardgame,b'Shave a Sheep',b'2010',b'2',b'4',b'15',b'15',b'15',b'5',b'292',b'5.53301',b'5.49567',b'692',b'13',b'2',b'13',b'95',b'26',b'1.0385'
218995,boardgame,b'Santo Domingo',b'2017',b'2',b'6',b'30',b'20',b'30',b'8',b'603',b'6.71454',b'5.86974',b'1116',b'37',b'35',b'196',b'137',b'9',b'1.7778'
9434,boardgame,b'Der Bunte Hund',b'2004',b'2',b'5',b'20',b'20',b'20',b'6',b'11',b'4.31818',b'0',b'30',b'2',b'0',b'1',b'5',b'0',b'0'
14000,boardgame,b'Dog-opoly',b'0',b'2',b'6',b'120',b'120',b'120',b'8',b'23',b'4.3487',b'0',b'88',b'4',b'1',b'1',b'14',b'3',b'1.3333'
123129,boardgame,"b""We Didn't Playtest This: Legacies""",b'2012',b'2',b'15',b'10',b'1',b'10',b'12',b'401',b'6.12045',b'5.63193',b'1194',b'24',b'6',b'52',b'108',b'9',b'1'
1819,boardgame,b'Proton',b'1998',b'1',b'2',b'10',b'10',b'10',b'8',b'53',b'5.03321',b'5.4795',b'155',b'8',b'4',b'17',b'31',b'3',b'2.6667'
3472,boardgame,b'Plagio',b'1999',b'4',b'0',b'20',b'20',b'20',b'12',b'51',b'6.4502',b'5.53394',b'92',b'2',b'0',b'5',b'9',b'4',b'2'
11092,boardgame,b'The Peninsular War 1808-14',b'1973',b'2',b'2',b'120',b'120',b'120',b'12',b'7',b'5.78571',b'0',b'15',b'0',b'3',b'3',b'4',b'0',b'0'
86588,boardgame,b'Six Shooter',b'2009',b'2',b'8',b'20',b'20',b'20',b'0',b'7',b'5.01429',b'0',b'11',b'0',b'0',b'0',b'1',b'0',b'0'
158590,boardgame,b'Hacking Party',b'2013',b'3',b'6',b'30',b'30',b'30',b'10',b'9',b'6.35556',b'0',b'28',b'0',b'1',b'3',b'0',b'2',b'3'
163563,boardgame,b'Valentina: The Game  Tutto Crepax Vol. 1',b'2014',b'2',b'6',b'15',b'15',b'15',b'10',b'23',b'4.3',b'0',b'52',b'3',b'0',b'2',b'4',b'0',b'0'
20090,boardgame,b'Double Agent',b'2005',b'2',b'2',b'20',b'20',b'20',b'9',b'219',b'5.78131',b'5.53858',b'441',b'46',b'16',b'107',b'75',b'12',b'1.75'
181245,boardgame,b'OMG',b'2015',b'2',b'6',b'20',b'10',b'20',b'8',b'91',b'5.61275',b'5.49803',b'151',b'10',b'3',b'17',b'22',b'4',b'1.25'
19811,boardgame,b'Mix-max',b'1972',b'2',b'6',b'20',b'20',b'20',b'5',b'110',b'4.69914',b'5.43672',b'224',b'2',b'0',b'4',b'38',b'10',b'1'
5201,boardgame,b'Trailblazer',b'1981',b'2',b'4',b'240',b'240',b'240',b'16',b'46',b'5.76957',b'5.50734',b'341',b'18',b'7',b'21',b'45',b'6',b'3.3333'
145305,boardgame,b'LEGO Batman',b'2013',b'2',b'4',b'25',b'15',b'25',b'6',b'17',b'6.30588',b'0',b'92',b'1',b'7',b'16',b'9',b'3',b'1'
83919,boardgame,b'Scattergories Categories',b'2010',b'2',b'4',b'35',b'25',b'35',b'12',b'199',b'6.12704',b'5.56354',b'572',b'13',b'5',b'15',b'54',b'7',b'1.4286'
110511,boardgame,b'Fall of the Roman Empire',b'2011',b'2',b'4',b'30',b'30',b'30',b'10',b'38',b'4.42368',b'5.47062',b'263',b'19',b'2',b'7',b'34',b'3',b'1.3333'
168303,boardgame,b'Bloody Fields of Mollwitz',b'0',b'2',b'4',b'240',b'240',b'240',b'12',b'10',b'6.5',b'0',b'28',b'0',b'1',b'9',b'3',b'1',b'4'
147765,boardgame,b'Znikajce ciasteczka',b'2013',b'2',b'4',b'20',b'20',b'20',b'6',b'28',b'5.60714',b'0',b'34',b'0',b'0',b'0',b'7',b'2',b'1.5'
148381,boardgame,b'Ikonikus',b'2013',b'2',b'8',b'15',b'15',b'15',b'7',b'215',b'5.99101',b'5.56002',b'440',b'7',b'0',b'29',b'45',b'15',b'1.2'
158752,boardgame,b'Guerra de Mitos IV',b'2014',b'2',b'6',b'20',b'20',b'20',b'10',b'54',b'7.89111',b'5.55863',b'66',b'4',b'0',b'1',b'2',b'3',b'2.3333'
137872,boardgame,b'EONS',b'2013',b'2',b'5',b'90',b'90',b'90',b'14',b'228',b'6.7814',b'5.66629',b'486',b'25',b'17',b'90',b'86',b'20',b'2.7'
1433,boardgame,b'Der grosse Gallier',b'2001',b'2',b'6',b'60',b'60',b'60',b'10',b'62',b'5.52661',b'5.50084',b'103',b'11',b'2',b'3',b'23',b'4',b'1.75'
6251,boardgame,b'Arnhem: Defiant Stand',b'2003',b'2',b'6',b'90',b'90',b'90',b'12',b'101',b'7.62828',b'5.62489',b'266',b'4',b'28',b'44',b'58',b'19',b'3.8421'
873,boardgame,b'Offline',b'2000',b'2',b'4',b'45',b'45',b'45',b'10',b'32',b'5.98438',b'5.51049',b'74',b'7',b'3',b'1',b'11',b'3',b'2.6667'
6240,boardgame,b'The Crusades',b'1978',b'2',b'8',b'240',b'240',b'240',b'12',b'161',b'6.3087',b'5.57299',b'730',b'32',b'14',b'32',b'126',b'21',b'2.9048'
10910,boardgame,b'Vimieiro',b'2004',b'2',b'2',b'120',b'120',b'120',b'0',b'18',b'6.66667',b'0',b'95',b'0',b'1',b'3',b'9',b'2',b'3.5'
198453,boardgame,b'Gamecraft',b'0',b'2',b'4',b'0',b'0',b'0',b'0',b'7',b'7.17143',b'0',b'0',b'0',b'9',b'64',b'5',b'2',b'3'
62725,boardgame,b'Bitwa Morska',b'0',b'2',b'2',b'60',b'60',b'60',b'8',b'17',b'5.94118',b'0',b'20',b'0',b'2',b'2',b'2',b'2',b'1'
18023,boardgame,b'Postcard from the Revolution',b'2004',b'2',b'2',b'30',b'30',b'30',b'12',b'64',b'6.03438',b'5.52319',b'146',b'3',b'2',b'40',b'54',b'9',b'1.6667'
38778,boardgame,b'Heads of State',b'2008',b'2',b'5',b'120',b'90',b'120',b'12',b'582',b'6.11684',b'5.6699',b'1063',b'131',b'19',b'62',b'272',b'83',b'2.9398'
66547,boardgame,"b""Advanced Vive l'Empereur""",b'2004',b'2',b'2',b'150',b'150',b'150',b'12',b'14',b'8.10714',b'0',b'35',b'1',b'6',b'14',b'8',b'3',b'2'
206236,boardgame,b'Wallenstein Big Box',b'2016',b'3',b'5',b'120',b'90',b'120',b'0',b'86',b'7.67372',b'5.62577',b'391',b'12',b'35',b'110',b'27',b'3',b'3.3333'
164205,boardgame,"b""King's Pouch""",b'2014',b'2',b'4',b'60',b'60',b'60',b'10',b'186',b'6.70054',b'5.63195',b'229',b'10',b'23',b'91',b'52',b'14',b'2.7857'
2330,boardgame,b'Medical Monopoly',b'1979',b'2',b'4',b'90',b'90',b'90',b'8',b'8',b'3.875',b'0',b'29',b'4',b'1',b'4',b'4',b'1',b'1'
139771,boardgame,b'Star Trek: Attack Wing',b'2013',b'2',b'99',b'60',b'60',b'60',b'14',b'1757',b'7.5242',b'6.37939',b'3226',b'111',b'63',b'335',b'418',b'128',b'2.6953'
142386,boardgame,b'Quanzy',b'2012',b'2',b'6',b'20',b'20',b'20',b'8',b'11',b'5.77273',b'0',b'23',b'0',b'1',b'2',b'4',b'0',b'0'
202574,boardgame,b'Ophidian 2360: Survival of the Fittest  War Machine vs. Bio-Hazard',b'2016',b'2',b'4',b'40',b'20',b'40',b'10',b'17',b'7.70588',b'0',b'40',b'3',b'0',b'0',b'7',b'0',b'0'
10203,boardgame,b'ASAP',b'1989',b'2',b'12',b'20',b'20',b'20',b'8',b'72',b'5.52083',b'5.50219',b'183',b'5',b'1',b'5',b'28',b'5',b'1.2'
156266,boardgame,b'Apex Theropod Deck-Building Game',b'2015',b'1',b'6',b'290',b'45',b'290',b'14',b'534',b'7.31828',b'5.96881',b'1039',b'36',b'178',b'554',b'198',b'27',b'2.8889'
142249,boardgame,b'JaLink!',b'2012',b'2',b'6',b'30',b'30',b'30',b'10',b'6',b'5.91667',b'0',b'36',b'3',b'1',b'2',b'2',b'0',b'0'
186461,boardgame,b'Hunt: The Unknown Quarry',b'2015',b'3',b'6',b'90',b'60',b'90',b'13',b'34',b'5.92647',b'5.50898',b'123',b'15',b'12',b'64',b'19',b'2',b'2'
340,boardgame,"b""Frank's Zoo""",b'1999',b'3',b'7',b'60',b'60',b'60',b'10',b'3276',b'6.61755',b'6.27917',b'4733',b'155',b'66',b'275',b'1040',b'305',b'1.5377'
32876,boardgame,b'Einfach Genial Junior',b'2007',b'1',b'4',b'30',b'30',b'30',b'6',b'17',b'6.05882',b'0',b'35',b'3',b'2',b'7',b'8',b'1',b'1'
92757,boardgame,b'Strike Dice',b'2011',b'2',b'4',b'20',b'20',b'20',b'8',b'10',b'5.15',b'0',b'17',b'1',b'3',b'7',b'5',b'4',b'1.5'
88704,boardgame,b'Oudordodo',b'0',b'2',b'4',b'10',b'10',b'10',b'4',b'22',b'5.91364',b'0',b'61',b'0',b'0',b'2',b'7',b'2',b'1'
184443,boardgame,b'BEARanoia',b'2015',b'3',b'15',b'1',b'1',b'1',b'0',b'60',b'5.75333',b'5.51114',b'140',b'8',b'5',b'12',b'22',b'6',b'1.1667'
11342,boardgame,"b""Taman '42""",b'1993',b'2',b'2',b'0',b'0',b'0',b'0',b'19',b'6.6',b'0',b'59',b'3',b'1',b'6',b'17',b'4',b'2.75'
279,boardgame,b'The Very Clever Pipe Game',b'1996',b'2',b'4',b'20',b'20',b'20',b'10',b'807',b'6.22523',b'5.75257',b'1358',b'57',b'29',b'88',b'333',b'80',b'1.5875'
1042,boardgame,"b""Dragon's Gold""",b'2001',b'3',b'6',b'45',b'45',b'45',b'12',b'2948',b'6.45252',b'6.14364',b'4247',b'240',b'105',b'517',b'976',b'222',b'1.6892'
140840,boardgame,b'Personally Incorrect',b'2013',b'5',b'10',b'30',b'20',b'30',b'18',b'141',b'5.71504',b'5.49039',b'392',b'14',b'1',b'8',b'45',b'10',b'1'
2775,boardgame,b'The Battle of Five Armies',b'1984',b'2',b'2',b'150',b'150',b'150',b'12',b'104',b'6.50577',b'5.56707',b'271',b'13',b'41',b'46',b'57',b'11',b'2.7273'
26440,boardgame,b'Lottino',b'1959',b'1',b'6',b'15',b'15',b'15',b'3',b'15',b'3.93333',b'0',b'46',b'1',b'0',b'0',b'10',b'3',b'1'
1265,boardgame,b'Mystery Rummy: Jekyll & Hyde',b'2001',b'2',b'2',b'45',b'45',b'45',b'10',b'1211',b'6.6201',b'6.02305',b'2283',b'97',b'54',b'133',b'485',b'113',b'1.531'
185154,boardgame,b'Wizard School',b'2016',b'2',b'5',b'90',b'40',b'90',b'12',b'236',b'4.95483',b'5.42009',b'769',b'40',b'2',b'26',b'88',b'9',b'2.6667'
72716,boardgame,b'Tequila Pigs',b'2003',b'1',b'0',b'0',b'0',b'0',b'0',b'13',b'5.07692',b'0',b'46',b'0',b'0',b'1',b'2',b'0',b'0'
156303,boardgame,b'Monster Hero Academy',b'2014',b'2',b'6',b'30',b'30',b'30',b'10',b'19',b'5.01579',b'0',b'30',b'0',b'1',b'2',b'6',b'2',b'1'
153128,boardgame,"b'""A Matter of Honor, Sire""'",b'2013',b'2',b'2',b'60',b'60',b'60',b'0',b'11',b'4.90909',b'0',b'78',b'2',b'2',b'2',b'15',b'3',b'1.6667'
17738,boardgame,b'Ostfriesenlauf',b'2005',b'2',b'4',b'45',b'45',b'45',b'10',b'32',b'5.57812',b'5.50187',b'56',b'5',b'1',b'4',b'20',b'8',b'1'
138484,boardgame,b'Robots on the Line',b'2015',b'2',b'4',b'45',b'45',b'45',b'10',b'93',b'6.44667',b'5.54394',b'261',b'29',b'5',b'33',b'42',b'10',b'2.1'
140,boardgame,b'Pit',b'1903',b'3',b'8',b'90',b'30',b'90',b'7',b'7760',b'6.38619',b'6.22166',b'13167',b'396',b'71',b'468',b'2399',b'559',b'1.1574'
8685,boardgame,b'Topix',b'1985',b'2',b'10',b'30',b'30',b'30',b'0',b'10',b'5.2',b'0',b'36',b'0',b'0',b'0',b'9',b'1',b'1'
7549,boardgame,b'Stone Soup',b'1996',b'2',b'5',b'20',b'20',b'20',b'8',b'71',b'5.3643',b'5.49188',b'179',b'13',b'2',b'5',b'50',b'7',b'1.1429'
9470,boardgame,b'Big John',b'1994',b'2',b'4',b'10',b'10',b'10',b'5',b'12',b'4.04167',b'0',b'19',b'1',b'2',b'6',b'7',b'3',b'1'
29711,boardgame,b'1 on 1 Adventure Gamebooks: Revenge of the Red Dragon',b'1985',b'2',b'2',b'20',b'20',b'20',b'8',b'10',b'6.3',b'0',b'37',b'3',b'6',b'7',b'4',b'2',b'2'
20749,boardgame,"b""John Campbell's Classic Harness Racing""",b'1989',b'2',b'7',b'0',b'0',b'0',b'12',b'6',b'7.16667',b'0',b'18',b'4',b'0',b'2',b'3',b'0',b'0'
3541,boardgame,b'Noble Celts',b'1993',b'2',b'2',b'30',b'30',b'30',b'0',b'15',b'5.68333',b'0',b'101',b'11',b'5',b'9',b'20',b'0',b'0'
17601,boardgame,b'Chicago in a Box',b'1997',b'2',b'6',b'90',b'90',b'90',b'8',b'9',b'5.33333',b'0',b'39',b'3',b'0',b'0',b'6',b'0',b'0'
19172,boardgame,b'Auerstaedt 1806',b'1989',b'2',b'2',b'240',b'240',b'240',b'0',b'19',b'6.60526',b'0',b'58',b'1',b'4',b'11',b'9',b'1',b'1'
161970,boardgame,b'Alchemists',b'2014',b'2',b'4',b'120',b'120',b'120',b'13',b'16017',b'7.69208',b'7.47616',b'20648',b'397',b'598',b'4052',b'2498',b'883',b'3.8777'
65630,boardgame,b'Tipi',b'2010',b'2',b'4',b'15',b'15',b'15',b'5',b'8',b'5.125',b'0',b'24',b'2',b'0',b'2',b'5',b'0',b'0'
175230,boardgame,b'Crete 1941',b'2016',b'1',b'1',b'0',b'0',b'0',b'0',b'38',b'7.66447',b'5.55798',b'179',b'3',b'36',b'63',b'25',b'1',b'3'
6582,boardgame,"b""Let's Do Lunch!""",b'2000',b'2',b'2',b'20',b'20',b'20',b'12',b'61',b'5.37346',b'5.49471',b'165',b'11',b'5',b'2',b'28',b'7',b'1.1429'
13979,boardgame,b'The Big Push: The Battle of the Somme',b'2005',b'2',b'3',b'180',b'180',b'180',b'12',b'48',b'6.34375',b'5.5263',b'348',b'15',b'6',b'20',b'35',b'19',b'3'
6783,boardgame,b'Justice League Hexors Game',b'2003',b'2',b'4',b'20',b'20',b'20',b'12',b'7',b'5.57143',b'0',b'13',b'2',b'2',b'1',b'4',b'0',b'0'
17025,boardgame,b'Friday the 13th',b'2005',b'3',b'6',b'30',b'30',b'30',b'8',b'3658',b'6.44515',b'6.17452',b'4592',b'156',b'75',b'349',b'1264',b'387',b'1.1964'
34888,boardgame,b'Prism',b'2008',b'2',b'6',b'60',b'60',b'60',b'8',b'22',b'5.85455',b'0',b'50',b'7',b'0',b'1',b'11',b'3',b'1'
169425,boardgame,b'Rivals: Masters of the Deep',b'2015',b'2',b'4',b'120',b'60',b'120',b'8',b'26',b'5.5',b'0',b'68',b'1',b'3',b'30',b'18',b'0',b'0'
47158,boardgame,b'Elemental Clash: The Basic Set',b'2009',b'2',b'2',b'30',b'30',b'30',b'10',b'50',b'6.466',b'5.51954',b'93',b'9',b'6',b'58',b'34',b'8',b'1.625'
148947,boardgame,b'La Puta i la Ramoneta',b'2013',b'3',b'6',b'45',b'30',b'45',b'10',b'18',b'4.98333',b'0',b'47',b'1',b'0',b'1',b'10',b'4',b'2.5'
197705,boardgame,b'Defense Grid: The Board Game',b'2017',b'1',b'4',b'120',b'60',b'120',b'13',b'76',b'7.66763',b'5.58516',b'245',b'5',b'37',b'141',b'52',b'4',b'2.75'
2811,boardgame,b'Blind Justice',b'1989',b'3',b'6',b'90',b'90',b'90',b'12',b'71',b'4.82113',b'5.46674',b'299',b'39',b'2',b'8',b'52',b'14',b'1.7143'
90968,boardgame,b'Knock Your Blocks Off',b'2011',b'2',b'4',b'15',b'15',b'15',b'8',b'73',b'5.58493',b'5.50342',b'131',b'7',b'8',b'22',b'24',b'5',b'1.2'
183836,boardgame,b'Ferox',b'2015',b'2',b'2',b'90',b'60',b'90',b'18',b'90',b'7.71567',b'5.6288',b'185',b'5',b'41',b'95',b'37',b'7',b'2.1429'
177861,boardgame,b'Paths to Hell',b'2016',b'1',b'2',b'120',b'0',b'120',b'0',b'56',b'8.15179',b'5.57918',b'219',b'5',b'16',b'55',b'20',b'5',b'3.4'
10934,boardgame,b'Things...',b'2002',b'4',b'15',b'45',b'45',b'45',b'0',b'1834',b'6.09943',b'5.7898',b'4025',b'150',b'20',b'133',b'475',b'82',b'1.2317'
40503,boardgame,b'Birds on a Wire',b'2009',b'2',b'5',b'20',b'20',b'20',b'8',b'214',b'5.27421',b'5.46214',b'442',b'30',b'8',b'42',b'97',b'19',b'1.5263'
2405,boardgame,b'Bezique',b'1860',b'2',b'2',b'30',b'30',b'30',b'10',b'72',b'6.53764',b'5.54953',b'120',b'3',b'2',b'10',b'41',b'8',b'2.25'
158815,boardgame,b'At Any Cost: Metz 1870',b'2018',b'1',b'2',b'480',b'120',b'480',b'14',b'166',b'8.19434',b'5.76074',b'759',b'15',b'28',b'105',b'89',b'17',b'3.1765'
55763,boardgame,b'Mister X',b'2009',b'2',b'6',b'60',b'60',b'60',b'10',b'315',b'6.6867',b'5.69378',b'579',b'16',b'37',b'104',b'70',b'15',b'2.0667'
12189,boardgame,b'The Patrons of Venice',b'2004',b'3',b'5',b'90',b'90',b'90',b'10',b'43',b'6.72558',b'5.53546',b'44',b'1',b'25',b'27',b'24',b'4',b'3.25'
12923,boardgame,b'Three on a Match',b'1972',b'3',b'4',b'60',b'60',b'60',b'10',b'9',b'5.33333',b'0',b'17',b'0',b'0',b'3',b'6',b'0',b'0'
30367,boardgame,b'Perry Rhodan: The Cosmic League',b'2007',b'2',b'2',b'30',b'30',b'30',b'10',b'1601',b'6.77415',b'6.19851',b'2520',b'121',b'122',b'400',b'634',b'127',b'1.9606'
19380,boardgame,b'Paperopoli',b'0',b'3',b'5',b'0',b'0',b'0',b'0',b'13',b'7.10462',b'0',b'14',b'1',b'2',b'3',b'5',b'2',b'1'
151422,boardgame,b'Otters',b'2014',b'2',b'4',b'10',b'10',b'10',b'6',b'21',b'6.28095',b'0',b'67',b'3',b'2',b'6',b'9',b'4',b'1'
143421,boardgame,b'Inkermann 1854',b'2013',b'1',b'2',b'0',b'0',b'0',b'0',b'10',b'7.2',b'0',b'115',b'1',b'2',b'9',b'6',b'4',b'3.25'
29417,boardgame,b'Sata',b'2005',b'2',b'4',b'15',b'15',b'15',b'5',b'9',b'2.88889',b'0',b'15',b'1',b'1',b'2',b'5',b'1',b'2'
12167,boardgame,b'Das Isses!',b'2000',b'3',b'10',b'45',b'45',b'45',b'10',b'19',b'5.65789',b'0',b'66',b'3',b'0',b'0',b'3',b'4',b'1.25'
39685,boardgame,b'All-time Baseball',b'2008',b'2',b'2',b'45',b'45',b'45',b'0',b'8',b'7.40625',b'0',b'10',b'0',b'2',b'3',b'4',b'2',b'2'
15249,boardgame,"b'The Wind in the Willows Game: Rivals, Robbers and Rivers'",b'1992',b'1',b'4',b'45',b'45',b'45',b'6',b'9',b'5.66667',b'0',b'27',b'0',b'1',b'3',b'5',b'0',b'0'
18747,boardgame,"b'Onward, Christian Soldiers'",b'2006',b'1',b'7',b'300',b'300',b'300',b'12',b'247',b'6.51856',b'5.64375',b'782',b'28',b'47',b'136',b'149',b'54',b'3.5741'
111327,boardgame,b'Black Stories: Christmas Edition',b'2011',b'2',b'15',b'45',b'45',b'45',b'12',b'58',b'5.58889',b'5.50747',b'159',b'4',b'1',b'12',b'17',b'2',b'1'
34933,boardgame,b'Monopoly Town',b'2007',b'2',b'4',b'20',b'20',b'20',b'4',b'36',b'4.36111',b'5.46826',b'87',b'3',b'0',b'1',b'21',b'8',b'1'
129050,boardgame,b'P.I.',b'2012',b'2',b'5',b'60',b'45',b'60',b'13',b'1502',b'6.74177',b'6.14135',b'2153',b'80',b'72',b'282',b'364',b'88',b'2.2727'
30902,boardgame,b'First Strike',b'2007',b'2',b'6',b'360',b'360',b'360',b'0',b'6',b'7.16667',b'0',b'13',b'2',b'2',b'14',b'9',b'2',b'3.5'
174556,boardgame,b'Blucher',b'2015',b'2',b'4',b'180',b'120',b'180',b'10',b'36',b'7.94472',b'5.55731',b'106',b'2',b'4',b'11',b'14',b'6',b'2.6667'
11775,boardgame,b'The Welfare Game',b'1978',b'2',b'4',b'0',b'0',b'0',b'0',b'6',b'4.41667',b'0',b'14',b'0',b'1',b'3',b'7',b'1',b'4'
403,boardgame,b'Elk Fest',b'1999',b'2',b'2',b'15',b'15',b'15',b'8',b'1755',b'6.18118',b'5.87575',b'2248',b'97',b'122',b'320',b'703',b'180',b'1.05'
13608,boardgame,b'Monopoly: The Card Game Deluxe Edition',b'2002',b'2',b'4',b'30',b'30',b'30',b'0',b'19',b'5.47368',b'0',b'53',b'2',b'4',b'10',b'8',b'2',b'1'
