avg_rate,geek_rate,id,num_votes,title
N/A,N/A,130057,N/A,Shop
4.50,N/A,130059,2,Shop
4.50,N/A,130062,2,Shop
2.00,N/A,130069,1,Shop
N/A,N/A,130070,N/A,Shop
N/A,N/A,130071,N/A,Shop
2.00,N/A,130072,1,Shop
N/A,N/A,130073,N/A,Shop
N/A,N/A,130074,N/A,Shop
N/A,N/A,130075,N/A,Shop
N/A,N/A,130077,N/A,Shop
7.75,N/A,130079,4,Shop
3.90,N/A,130080,5,Shop
6.98,5.569,130084,68,Shop
2.00,N/A,130088,1,Shop
2.00,N/A,130089,1,Shop
4.00,N/A,130096,2,Shop
4.00,N/A,130099,2,Shop
7.45,5.605,130101,76,Shop
7.51,5.641,130102,100,Shop
6.00,N/A,130104,1,Shop
6.67,N/A,130114,6,Shop
7.70,N/A,130117,1,Shop
1.00,N/A,130118,1,Shop
7.67,N/A,130125,3,Shop
7.00,N/A,130135,6,Shop
7.73,N/A,130149,3,Shop
N/A,N/A,130150,N/A,Shop
6.53,N/A,130153,2,Shop
N/A,N/A,130155,N/A,Shop
5.77,N/A,130156,13,Shop
6.31,N/A,130162,8,Shop
5.92,N/A,130166,6,Shop
6.79,N/A,130167,11,Shop
6.53,N/A,130168,24,Shop
5.00,N/A,130174,1,Shop
N/A,N/A,130175,N/A,Shop
6.25,N/A,130182,4,Shop
6.50,N/A,130183,4,Shop
5.90,N/A,130184,10,Shop
5.36,N/A,130186,21,Shop
6.34,N/A,130188,23,Shop
5.00,N/A,130194,6,Shop
6.70,5.594,130196,143,Shop
2.00,N/A,130198,1,Shop
N/A,N/A,130199,N/A,Shop
4.50,N/A,130201,2,Shop
4.50,N/A,130203,2,Shop
5.00,N/A,130204,2,Shop
N/A,N/A,130206,N/A,Shop
7.00,N/A,130207,3,Shop
3.50,N/A,130213,2,Shop
N/A,N/A,130214,N/A,Shop
7.32,N/A,130215,19,Shop
7.00,N/A,130222,3,Shop
7.80,N/A,130224,1,Shop
7.15,N/A,130228,13,Shop
6.64,N/A,130230,11,Shop
7.65,N/A,130231,10,Shop
6.38,N/A,130232,13,Shop
7.31,N/A,130233,8,Shop
7.56,N/A,130234,8,Shop
7.18,5.884,130236,434,Shop
N/A,N/A,130241,N/A,Shop
5.00,N/A,130245,1,Shop
N/A,N/A,130246,N/A,Shop
N/A,N/A,130249,N/A,Shop
2.00,N/A,130255,1,Shop
2.00,N/A,130256,1,Shop
2.00,N/A,130263,1,Shop
N/A,N/A,130264,N/A,Shop
N/A,N/A,130265,N/A,Shop
2.00,N/A,130268,1,Shop
N/A,N/A,130273,N/A,Shop
4.77,N/A,130276,11,Shop
4.77,N/A,130285,22,Shop
N/A,N/A,130287,N/A,Shop
N/A,N/A,130289,N/A,Shop
6.00,N/A,130291,1,Shop
5.50,N/A,130292,2,Shop
3.50,N/A,130294,2,Shop
7.80,N/A,130296,27,Shop
7.46,5.545,130297,36,Shop
6.81,N/A,130317,21,Shop
3.00,N/A,130322,2,Shop
3.50,N/A,130323,2,Shop
2.00,N/A,130324,1,Shop
2.00,N/A,130325,1,Shop
N/A,N/A,130326,N/A,Shop
N/A,N/A,130327,N/A,Shop
N/A,N/A,130328,N/A,Shop
N/A,N/A,130329,N/A,Shop
N/A,N/A,130330,N/A,Shop
5.50,N/A,130331,2,Shop
N/A,N/A,130332,N/A,Shop
N/A,N/A,130334,N/A,Shop
2.00,N/A,130338,1,Shop
7.93,N/A,130339,4,Shop
2.00,N/A,130340,1,Shop
5.00,N/A,130341,2,Shop
N/A,N/A,130342,N/A,Shop
2.00,N/A,130343,1,Shop
2.00,N/A,130344,1,Shop
2.00,N/A,130345,1,Shop
N/A,N/A,130346,N/A,Shop
N/A,N/A,130351,N/A,Shop
6.02,N/A,130352,25,Shop
5.50,N/A,130353,2,Shop
6.22,N/A,130355,14,Shop
N/A,N/A,130356,N/A,Shop
7.33,N/A,130361,3,Shop
4.91,N/A,130362,4,Shop
7.00,N/A,130377,1,Shop
5.00,N/A,130379,2,Shop
2.00,N/A,130380,1,Shop
7.33,N/A,130397,3,Shop
6.75,N/A,130398,6,Shop
6.94,N/A,130399,8,Shop
7.62,5.886,130402,310,Shop
4.10,N/A,130404,5,Shop
6.91,5.529,130405,31,Shop
6.06,N/A,130406,16,Shop
7.00,N/A,130407,7,Shop
4.50,N/A,130409,2,Shop
N/A,N/A,130410,N/A,Shop
7.00,N/A,130411,1,Shop
7.87,N/A,130412,15,Shop
N/A,N/A,130417,N/A,Shop
N/A,N/A,130418,N/A,Shop
N/A,N/A,130419,N/A,Shop
2.00,N/A,130420,1,Shop
6.50,N/A,130421,1,Shop
3.50,N/A,130422,2,Shop
8.06,N/A,130423,8,Shop
6.57,N/A,130424,7,Shop
2.00,N/A,130425,1,Shop
2.00,N/A,130426,1,Shop
6.08,N/A,130427,2,Shop
6.75,N/A,130428,4,Shop
2.00,N/A,130429,1,Shop
2.00,N/A,130430,1,Shop
2.00,N/A,130431,1,Shop
2.00,N/A,130432,1,Shop
3.00,N/A,130433,1,Shop
N/A,N/A,130434,N/A,Shop
6.50,N/A,130437,1,Shop
2.00,N/A,130441,1,Shop
2.00,N/A,130442,1,Shop
N/A,N/A,130443,N/A,Shop
2.00,N/A,130446,1,Shop
1.00,N/A,130450,1,Shop
N/A,N/A,130451,N/A,Shop
N/A,N/A,130452,N/A,Shop
N/A,N/A,130453,N/A,Shop
N/A,N/A,130454,N/A,Shop
2.00,N/A,130458,1,Shop
2.00,N/A,130460,1,Shop
6.12,N/A,130462,6,Shop
6.96,N/A,130463,12,Shop
5.89,N/A,130464,9,Shop
6.88,N/A,130465,8,Shop
7.27,5.557,130466,45,Shop
N/A,N/A,130469,N/A,Shop
6.00,N/A,130471,1,Shop
N/A,N/A,130472,N/A,Shop
7.00,N/A,130477,1,Shop
N/A,N/A,130478,N/A,Shop
5.50,N/A,130480,6,Shop
9.00,N/A,130481,1,Shop
6.14,N/A,130482,4,Shop
7.50,N/A,130483,2,Shop
5.50,N/A,130484,2,Shop
6.00,N/A,130485,3,Shop
5.00,N/A,130489,1,Shop
4.00,N/A,130491,1,Shop
N/A,N/A,130492,N/A,Shop
N/A,N/A,130494,N/A,Shop
N/A,N/A,130495,N/A,Shop
N/A,N/A,130496,N/A,Shop
6.87,N/A,130498,15,Shop
6.94,5.538,130500,35,Shop
4.50,N/A,130507,2,Shop
4.50,N/A,130508,2,Shop
6.50,N/A,130510,6,Shop
N/A,N/A,130511,N/A,Shop
5.33,N/A,130518,3,Shop
N/A,N/A,130521,N/A,Shop
3.50,N/A,130523,2,Shop
N/A,N/A,130524,N/A,Shop
5.00,N/A,130525,4,Shop
N/A,N/A,130526,N/A,Shop
5.00,N/A,130528,1,Shop
5.23,N/A,130529,3,Shop
5.08,N/A,130530,6,Shop
N/A,N/A,130531,N/A,Shop
6.00,N/A,130534,1,Shop
N/A,N/A,130541,N/A,Shop
N/A,N/A,130542,N/A,Shop
2.00,N/A,130543,1,Shop
2.00,N/A,130544,1,Shop
4.00,N/A,130545,2,Shop
7.50,N/A,130554,2,Shop
5.50,N/A,130555,2,Shop
7.25,5.563,130559,51,Shop
6.12,N/A,130560,26,Shop
4.00,N/A,130561,1,Shop
N/A,N/A,130562,N/A,Shop
7.43,N/A,130565,18,Shop
N/A,N/A,130567,N/A,Shop
6.50,N/A,130568,2,Shop
N/A,N/A,130569,N/A,Shop
5.50,N/A,130574,2,Shop
N/A,N/A,130577,N/A,Shop
6.67,N/A,130579,3,Shop
N/A,N/A,130581,N/A,Shop
7.50,N/A,130582,1,Shop
7.00,N/A,130583,4,Shop
5.82,N/A,130593,18,Shop
N/A,N/A,130595,N/A,Shop
N/A,N/A,130599,N/A,Shop
6.25,N/A,130601,20,Shop
N/A,N/A,130604,N/A,Shop
N/A,N/A,130608,N/A,Shop
N/A,N/A,130610,N/A,Shop
8.60,N/A,130611,2,Shop
6.37,N/A,130612,15,Shop
6.00,N/A,130613,3,Shop
4.50,N/A,130615,2,Shop
7.47,5.560,130622,43,Shop
6.30,N/A,130627,14,Shop
6.60,N/A,130628,5,Shop
N/A,N/A,130629,N/A,Shop
3.00,N/A,130630,1,Shop
6.94,N/A,130631,8,Shop
N/A,N/A,130632,N/A,Shop
7.41,N/A,130634,7,Shop
7.11,N/A,130635,9,Shop
9.25,N/A,130636,4,Shop
5.10,N/A,130641,10,Shop
5.33,N/A,130644,9,Shop
5.80,N/A,130647,5,Shop
4.85,N/A,130649,15,Shop
3.00,N/A,130650,1,Shop
6.50,N/A,130653,2,Shop
7.75,N/A,130654,6,Shop
7.29,5.691,130655,168,Shop
5.42,N/A,130658,24,Shop
N/A,N/A,130659,N/A,Shop
N/A,N/A,130660,N/A,Shop
7.96,N/A,130662,13,Shop
7.93,N/A,130663,15,Shop
6.50,N/A,130664,3,Shop
7.65,N/A,130666,15,Shop
7.28,N/A,130667,9,Shop
6.54,N/A,130668,24,Shop
6.08,N/A,130669,26,Shop
6.20,N/A,130670,25,Shop
7.26,N/A,130671,18,Shop
6.70,N/A,130672,10,Shop
6.44,N/A,130673,8,Shop
6.40,N/A,130674,29,Shop
N/A,N/A,130675,N/A,Shop
7.00,N/A,130676,1,Shop
6.49,N/A,130677,24,Shop
6.00,N/A,130678,2,Shop
4.67,N/A,130681,3,Shop
N/A,N/A,130683,N/A,Shop
6.33,N/A,130691,3,Shop
N/A,N/A,130692,N/A,Shop
7.00,N/A,130702,1,Shop
8.80,7.792,130704,3325,Shop
5.27,N/A,130713,13,Shop
7.98,6.177,130715,532,Shop
5.00,N/A,130716,1,Shop
4.00,N/A,130719,1,Shop
3.00,N/A,130721,2,Shop
5.22,N/A,130728,24,Shop
3.00,N/A,130730,2,Shop
5.30,N/A,130731,1,Shop
N/A,N/A,130732,N/A,Shop
8.08,N/A,130735,6,Shop
3.67,N/A,130736,23,Shop
N/A,N/A,130746,N/A,Shop
6.40,N/A,130747,4,Shop
4.00,N/A,130748,1,Shop
5.50,N/A,130750,3,Shop
5.16,N/A,130751,14,Shop
7.73,6.750,130752,1788,Shop
9.00,N/A,130753,1,Shop
N/A,N/A,130756,N/A,Shop
5.00,N/A,130762,1,Shop
3.00,N/A,130767,1,Shop
5.80,N/A,130768,5,Shop
3.00,N/A,130771,1,Shop
2.00,N/A,130772,1,Shop
2.00,N/A,130774,1,Shop
4.00,N/A,130775,1,Shop
4.00,N/A,130776,2,Shop
3.00,N/A,130777,2,Shop
3.00,N/A,130778,1,Shop
4.00,N/A,130782,1,Shop
N/A,N/A,130784,N/A,Shop
7.17,N/A,130788,6,Shop
6.42,N/A,130791,6,Shop
9.00,N/A,130794,1,Shop
3.60,N/A,130795,7,Shop
N/A,N/A,130797,N/A,Shop
N/A,N/A,130798,N/A,Shop
N/A,N/A,130800,N/A,Shop
6.02,N/A,130801,14,Shop
4.00,N/A,130802,2,Shop
N/A,N/A,130805,N/A,Shop
8.15,6.572,130806,1029,Shop
N/A,N/A,130807,N/A,Shop
7.00,N/A,130812,1,Shop
7.03,5.639,130814,137,Shop
7.20,N/A,130815,8,Shop
7.50,N/A,130816,4,Shop
7.33,N/A,130817,3,Shop
6.80,5.542,130818,43,Shop
N/A,N/A,130819,N/A,Shop
6.46,N/A,130820,7,Shop
N/A,N/A,130821,N/A,Shop
4.46,N/A,130826,13,Shop
5.95,N/A,130837,20,Shop
5.85,N/A,130839,13,Shop
7.00,N/A,130843,6,Shop
7.09,5.637,130847,135,Shop
7.17,N/A,130853,3,Shop
4.12,N/A,130856,4,Shop
7.00,N/A,130859,8,Shop
5.33,N/A,130875,3,Shop
N/A,N/A,130881,N/A,Shop
N/A,N/A,130883,N/A,Shop
7.50,N/A,130884,6,Shop
7.50,N/A,130895,2,Shop
4.33,N/A,130900,3,Shop
6.38,N/A,130902,4,Shop
6.67,N/A,130906,19,Shop
6.07,N/A,130919,7,Shop
3.00,N/A,130920,1,Shop
7.55,N/A,130925,28,Shop
7.31,N/A,130926,29,Shop
7.57,N/A,130927,29,Shop
7.62,5.538,130928,30,Shop
6.27,N/A,130932,3,Shop
6.26,N/A,130934,5,Shop
4.57,N/A,130937,7,Shop
7.00,N/A,130943,3,Shop
7.38,N/A,130944,12,Shop
5.94,N/A,130945,8,Shop
5.80,N/A,130955,5,Shop
N/A,N/A,130957,N/A,Shop
5.75,N/A,130958,4,Shop
8.28,5.632,130959,74,Shop
7.12,N/A,130961,8,Shop
6.00,N/A,130964,2,Shop
N/A,N/A,130965,N/A,Shop
N/A,N/A,130966,N/A,Shop
N/A,N/A,130967,N/A,Shop
7.19,N/A,130995,7,Shop
6.25,5.597,130998,229,Shop
5.32,N/A,131000,10,Shop
7.50,N/A,131001,2,Shop
5.25,N/A,131002,2,Shop
N/A,N/A,131003,N/A,Shop
6.05,N/A,131011,18,Shop
N/A,N/A,131013,N/A,Shop
8.60,N/A,131024,5,Shop
5.30,N/A,131028,10,Shop
6.24,N/A,131033,5,Shop
7.80,N/A,131047,23,Shop
5.32,N/A,131051,24,Shop
N/A,N/A,131056,N/A,Shop
N/A,N/A,131058,N/A,Shop
7.55,N/A,131063,10,Shop
6.50,N/A,131066,1,Shop
5.95,N/A,131069,22,Shop
6.67,N/A,131073,3,Shop
N/A,N/A,131074,N/A,Shop
N/A,N/A,131112,N/A,Shop
N/A,N/A,131113,N/A,Shop
N/A,N/A,131115,N/A,Shop
4.50,N/A,131116,2,Shop
4.00,N/A,131117,4,Shop
4.67,N/A,131119,3,Shop
2.50,N/A,131120,4,Shop
6.00,N/A,131125,1,Shop
5.43,N/A,131127,15,Shop
N/A,N/A,131128,N/A,Shop
7.73,N/A,131129,7,Shop
N/A,N/A,131136,N/A,Shop
N/A,N/A,131138,N/A,Shop
4.00,N/A,131139,1,Shop
6.67,N/A,131140,3,Shop
N/A,N/A,131145,N/A,Shop
N/A,N/A,131147,N/A,Shop
5.00,N/A,131149,1,Shop
5.50,N/A,131150,2,Shop
N/A,N/A,131152,N/A,Shop
N/A,N/A,131153,N/A,Shop
5.50,N/A,131154,1,Shop
N/A,N/A,131155,N/A,Shop
5.50,N/A,131156,1,Shop
6.00,N/A,131157,1,Shop
6.00,N/A,131158,1,Shop
3.78,N/A,131159,1,Shop
5.67,N/A,131160,3,Shop
5.00,N/A,131161,3,Shop
7.50,N/A,131162,1,Shop
5.76,N/A,131165,27,Shop
N/A,N/A,131166,N/A,Shop
N/A,N/A,131168,N/A,Shop
N/A,N/A,131170,N/A,Shop
7.91,6.465,131184,920,Shop
N/A,N/A,131186,N/A,Shop
7.44,6.726,131188,2444,Shop
N/A,N/A,131192,N/A,Shop
6.33,N/A,131197,3,Shop
6.06,N/A,131198,11,Shop
4.86,N/A,131213,7,Shop
5.67,N/A,131214,6,Shop
N/A,N/A,131219,N/A,Shop
5.41,5.496,131221,96,Shop
2.99,N/A,131222,1,Shop
N/A,N/A,131223,N/A,Shop
6.29,5.520,131224,34,Shop
7.33,N/A,131226,3,Shop
7.00,N/A,131227,1,Shop
N/A,N/A,131229,N/A,Shop
7.00,N/A,131230,12,Shop
N/A,N/A,131233,N/A,Shop
6.71,N/A,131239,7,Shop
7.45,N/A,131240,4,Shop
7.20,N/A,131242,10,Shop
5.33,N/A,131243,3,Shop
6.00,N/A,131248,1,Shop
3.50,N/A,131249,8,Shop
5.00,N/A,131252,1,Shop
N/A,N/A,131253,N/A,Shop
N/A,N/A,131263,N/A,Shop
6.89,N/A,131264,9,Shop
N/A,N/A,131265,N/A,Shop
6.25,N/A,131271,4,Shop
N/A,N/A,131272,N/A,Shop
N/A,N/A,131275,N/A,Shop
7.06,N/A,131277,5,Shop
4.50,N/A,131279,18,Shop
N/A,N/A,131280,N/A,Shop
4.82,N/A,131281,22,Shop
5.00,N/A,131283,1,Shop
N/A,N/A,131284,N/A,Shop
N/A,N/A,131289,N/A,Shop
7.00,N/A,131290,1,Shop
3.00,N/A,131291,1,Shop
N/A,N/A,131292,N/A,Shop
3.00,N/A,131295,1,Shop
N/A,N/A,131296,N/A,Shop
7.76,6.283,131306,716,Shop
6.67,N/A,131308,3,Shop
N/A,N/A,131310,N/A,Shop
N/A,N/A,131317,N/A,Shop
4.50,N/A,131320,2,Shop
4.50,N/A,131322,2,Shop
7.42,5.796,131324,247,Shop
6.83,N/A,131327,6,Shop
4.00,N/A,131333,1,Shop
5.25,N/A,131336,4,Shop
7.83,5.990,131339,396,Shop
7.00,N/A,131340,1,Shop
7.00,N/A,131342,2,Shop
7.00,N/A,131349,4,Shop
N/A,N/A,131350,N/A,Shop
5.00,N/A,131356,1,Shop
5.59,N/A,131358,16,Shop
1.00,N/A,131359,1,Shop
N/A,N/A,131360,N/A,Shop
6.64,5.526,131362,38,Shop
3.50,N/A,131364,2,Shop
5.00,N/A,131367,1,Shop
6.00,N/A,131369,1,Shop
7.70,5.793,131386,202,Shop
6.73,N/A,131388,11,Shop
5.00,N/A,131392,2,Shop
2.00,N/A,131401,1,Shop
3.60,N/A,131402,5,Shop
7.02,5.734,131403,256,Shop
5.41,N/A,131404,24,Shop
N/A,N/A,131405,N/A,Shop
N/A,N/A,131407,N/A,Shop
N/A,N/A,131409,N/A,Shop
N/A,N/A,131411,N/A,Shop
N/A,N/A,131412,N/A,Shop
N/A,N/A,131413,N/A,Shop
N/A,N/A,131414,N/A,Shop
7.70,6.208,131415,675,Shop
2.00,N/A,131417,1,Shop
6.92,N/A,131421,19,Shop
7.07,N/A,131433,14,Shop
N/A,N/A,131434,N/A,Shop
7.00,N/A,131435,3,Shop
7.23,N/A,131436,6,Shop
6.80,N/A,131441,15,Shop
N/A,N/A,131442,N/A,Shop
5.46,N/A,131451,14,Shop
7.12,5.612,131452,105,Shop
5.50,N/A,131453,2,Shop
6.84,5.658,131458,186,Shop
5.94,N/A,131474,25,Shop
6.10,N/A,131475,23,Shop
N/A,N/A,131476,N/A,Shop
5.70,N/A,131478,17,Shop
6.58,N/A,131479,6,Shop
5.22,N/A,131482,8,Shop
5.35,N/A,131484,25,Shop
6.50,N/A,131485,2,Shop
5.00,N/A,131488,2,Shop
N/A,N/A,131490,N/A,Shop
5.50,N/A,131494,2,Shop
5.82,N/A,131497,19,Shop
5.49,N/A,131499,28,Shop
N/A,N/A,131501,N/A,Shop
5.50,N/A,131502,2,Shop
5.50,N/A,131503,2,Shop
N/A,N/A,131505,N/A,Shop
5.00,N/A,131506,2,Shop
5.00,N/A,131507,1,Shop
N/A,N/A,131508,N/A,Shop
N/A,N/A,131509,N/A,Shop
7.28,5.583,131515,66,Shop
N/A,N/A,131518,N/A,Shop
5.42,N/A,131526,6,Shop
5.07,N/A,131527,8,Shop
6.00,N/A,131528,1,Shop
4.50,N/A,131538,2,Shop
5.71,N/A,131546,17,Shop
N/A,N/A,131553,N/A,Shop
5.77,N/A,131564,14,Shop
6.39,N/A,131565,25,Shop
6.60,N/A,131567,5,Shop
N/A,N/A,131576,N/A,Shop
N/A,N/A,131580,N/A,Shop
4.50,N/A,131582,2,Shop
N/A,N/A,131583,N/A,Shop
6.17,N/A,131584,3,Shop
4.50,N/A,131592,2,Shop
N/A,N/A,131606,N/A,Shop
N/A,N/A,131607,N/A,Shop
5.55,N/A,131610,11,Shop
5.85,N/A,131611,17,Shop
5.67,N/A,131618,3,Shop
N/A,N/A,131619,N/A,Shop
5.00,N/A,131622,1,Shop
6.00,N/A,131623,1,Shop
N/A,N/A,131626,N/A,Shop
4.67,N/A,131627,3,Shop
N/A,N/A,131628,N/A,Shop
5.97,N/A,131629,24,Shop
5.00,N/A,131630,1,Shop
6.25,N/A,131644,4,Shop
N/A,N/A,131645,N/A,Shop
6.94,N/A,131650,17,Shop
N/A,N/A,131657,N/A,Shop
4.50,N/A,131658,2,Shop
N/A,N/A,131661,N/A,Shop
6.25,N/A,131665,4,Shop
N/A,N/A,131666,N/A,Shop
4.00,N/A,131667,1,Shop
7.00,N/A,131668,1,Shop
N/A,N/A,131669,N/A,Shop
N/A,N/A,131670,N/A,Shop
6.74,N/A,131671,22,Shop
N/A,N/A,131672,N/A,Shop
6.35,5.611,131676,213,Shop
N/A,N/A,131677,N/A,Shop
6.33,N/A,131678,3,Shop
8.00,N/A,131679,1,Shop
4.00,N/A,131680,1,Shop
5.67,N/A,131681,3,Shop
7.33,N/A,131683,3,Shop
5.00,N/A,131685,2,Shop
7.00,N/A,131705,1,Shop
7.46,N/A,131707,13,Shop
4.75,N/A,131712,7,Shop
6.22,N/A,131720,12,Shop
N/A,N/A,131728,N/A,Shop
7.50,N/A,131729,1,Shop
N/A,N/A,131732,N/A,Shop
2.50,N/A,131737,2,Shop
N/A,N/A,131738,N/A,Shop
N/A,N/A,131739,N/A,Shop
N/A,N/A,131740,N/A,Shop
3.50,N/A,131741,2,Shop
4.00,N/A,131742,2,Shop
N/A,N/A,131743,N/A,Shop
5.67,N/A,131744,3,Shop
N/A,N/A,131745,N/A,Shop
5.00,N/A,131746,1,Shop
6.33,N/A,131750,3,Shop
8.19,6.596,131751,1040,Shop
5.00,N/A,131753,2,Shop
3.00,N/A,131755,2,Shop
5.53,N/A,131756,19,Shop
N/A,N/A,131758,N/A,Shop
6.86,N/A,131759,7,Shop
4.00,N/A,131775,2,Shop
5.17,N/A,131802,6,Shop
N/A,N/A,131805,N/A,Shop
5.50,N/A,131807,2,Shop
7.46,6.218,131816,897,Shop
6.00,N/A,131826,1,Shop
7.18,N/A,131828,12,Shop
N/A,N/A,131829,N/A,Shop
7.00,N/A,131830,1,Shop
8.00,N/A,131834,1,Shop
6.31,N/A,131838,29,Shop
2.67,N/A,131841,3,Shop
7.41,N/A,131844,11,Shop
7.50,N/A,131847,2,Shop
7.25,N/A,131848,10,Shop
4.67,N/A,131850,3,Shop
5.00,N/A,131851,2,Shop
5.00,N/A,131852,1,Shop
5.87,N/A,131861,13,Shop
N/A,N/A,131865,N/A,Shop
6.85,N/A,131867,25,Shop
3.29,N/A,131868,11,Shop
7.03,N/A,131869,4,Shop
6.70,N/A,131870,5,Shop
5.67,N/A,131874,6,Shop
6.50,N/A,131884,2,Shop
6.00,N/A,131885,1,Shop
6.83,5.587,131886,92,Shop
6.02,N/A,131887,9,Shop
5.24,N/A,131888,11,Shop
3.00,N/A,131889,1,Shop
N/A,N/A,131890,N/A,Shop
4.75,N/A,131892,25,Shop
7.12,N/A,131894,28,Shop
6.12,N/A,131895,24,Shop
N/A,N/A,131896,N/A,Shop
3.50,N/A,131898,2,Shop
7.62,5.598,131906,68,Shop
N/A,N/A,131918,N/A,Shop
4.50,N/A,131928,2,Shop
N/A,N/A,131929,N/A,Shop
8.00,N/A,131930,1,Shop
7.60,5.579,131931,51,Shop
7.00,N/A,131932,2,Shop
3.00,N/A,131934,1,Shop
7.00,N/A,131935,15,Shop
N/A,N/A,131939,N/A,Shop
6.33,N/A,131943,3,Shop
N/A,N/A,131944,N/A,Shop
7.00,N/A,131946,2,Shop
7.46,N/A,131947,25,Shop
N/A,N/A,131951,N/A,Shop
7.00,5.669,131958,191,Shop
2.50,N/A,131960,2,Shop
7.00,N/A,131961,6,Shop
4.75,N/A,131962,4,Shop
6.00,N/A,131964,1,Shop
N/A,N/A,131970,N/A,Shop
N/A,N/A,131971,N/A,Shop
N/A,N/A,131972,N/A,Shop
N/A,N/A,131974,N/A,Shop
7.00,N/A,131977,1,Shop
7.00,N/A,131978,1,Shop
N/A,N/A,131985,N/A,Shop
5.50,N/A,131990,1,Shop
7.29,N/A,131991,7,Shop
7.65,N/A,131993,15,Shop
7.81,N/A,131995,18,Shop
7.41,N/A,131996,16,Shop
7.88,N/A,131997,12,Shop
7.95,N/A,131998,10,Shop
7.55,N/A,131999,21,Shop
6.00,N/A,132004,2,Shop
8.14,6.477,132005,874,Shop
N/A,N/A,132007,N/A,Shop
N/A,N/A,132008,N/A,Shop
N/A,N/A,132009,N/A,Shop
6.50,N/A,132014,12,Shop
7.42,N/A,132016,16,Shop
7.94,5.952,132020,318,Shop
7.28,5.707,132021,193,Shop
7.48,5.878,132022,326,Shop
1.00,N/A,132023,1,Shop
N/A,N/A,132024,N/A,Shop
7.76,5.661,132026,110,Shop
7.47,5.638,132027,114,Shop
N/A,N/A,132029,N/A,Shop
N/A,N/A,132030,N/A,Shop
N/A,N/A,132031,N/A,Shop
6.80,N/A,132041,5,Shop
5.00,N/A,132059,2,Shop
5.00,N/A,132074,1,Shop
N/A,N/A,132075,N/A,Shop
N/A,N/A,132076,N/A,Shop
1.00,N/A,132077,1,Shop
N/A,N/A,132078,N/A,Shop
3.80,N/A,132081,5,Shop
6.68,N/A,132085,25,Shop
N/A,N/A,132091,N/A,Shop
N/A,N/A,132092,N/A,Shop
6.00,N/A,132100,1,Shop
N/A,N/A,132101,N/A,Shop
6.35,5.556,132102,88,Shop
N/A,N/A,132103,N/A,Shop
6.90,N/A,132105,17,Shop
7.00,N/A,132107,1,Shop
N/A,N/A,132108,N/A,Shop
N/A,N/A,132109,N/A,Shop
N/A,N/A,132113,N/A,Shop
5.96,5.513,132117,62,Shop
5.72,5.502,132118,65,Shop
6.88,N/A,132120,8,Shop
7.06,5.844,132128,382,Shop
7.00,N/A,132132,2,Shop
N/A,N/A,132136,N/A,Shop
7.86,N/A,132137,7,Shop
6.50,N/A,132138,1,Shop
7.50,N/A,132142,11,Shop
6.17,N/A,132143,20,Shop
6.33,N/A,132144,3,Shop
7.23,5.554,132146,51,Shop
7.03,N/A,132147,16,Shop
N/A,N/A,132149,N/A,Shop
7.70,5.853,132150,260,Shop
N/A,N/A,132159,N/A,Shop
4.50,N/A,132169,1,Shop
N/A,N/A,132170,N/A,Shop
N/A,N/A,132178,N/A,Shop
6.50,N/A,132182,3,Shop
N/A,N/A,132189,N/A,Shop
N/A,N/A,132192,N/A,Shop
7.25,5.893,132195,424,Shop
5.00,N/A,132200,2,Shop
6.00,N/A,132201,1,Shop
6.43,N/A,132202,11,Shop
8.14,5.623,132204,70,Shop
6.24,N/A,132205,17,Shop
7.37,5.554,132208,41,Shop
6.33,N/A,132222,3,Shop
5.90,N/A,132224,5,Shop
5.70,N/A,132225,5,Shop
N/A,N/A,132227,N/A,Shop
7.25,N/A,132233,4,Shop
5.50,N/A,132234,2,Shop
2.69,N/A,132244,10,Shop
6.25,N/A,132248,4,Shop
N/A,N/A,132249,N/A,Shop
1.50,N/A,132253,2,Shop
7.00,N/A,132255,2,Shop
5.67,N/A,132260,3,Shop
6.70,N/A,132262,10,Shop
5.67,N/A,132263,3,Shop
N/A,N/A,132264,N/A,Shop
N/A,N/A,132265,N/A,Shop
N/A,N/A,132269,N/A,Shop
N/A,N/A,132270,N/A,Shop
N/A,N/A,132271,N/A,Shop
N/A,N/A,132272,N/A,Shop
4.00,N/A,132273,1,Shop
6.00,N/A,132275,1,Shop
N/A,N/A,132279,N/A,Shop
N/A,N/A,132281,N/A,Shop
4.00,N/A,132288,1,Shop
6.14,N/A,132302,24,Shop
N/A,N/A,132312,N/A,Shop
6.00,N/A,132313,4,Shop
5.67,N/A,132314,6,Shop
6.50,N/A,132319,2,Shop
6.06,N/A,132323,18,Shop
6.50,N/A,132324,2,Shop
6.15,N/A,132325,11,Shop
N/A,N/A,132327,N/A,Shop
N/A,N/A,132343,N/A,Shop
N/A,N/A,132345,N/A,Shop
N/A,N/A,132346,N/A,Shop
N/A,N/A,132349,N/A,Shop
N/A,N/A,132352,N/A,Shop
N/A,N/A,132354,N/A,Shop
N/A,N/A,132359,N/A,Shop
6.00,N/A,132364,2,Shop
7.00,N/A,132370,2,Shop
N/A,N/A,132373,N/A,Shop
4.00,N/A,132374,1,Shop
6.00,N/A,132375,4,Shop
N/A,N/A,132376,N/A,Shop
7.03,5.772,132377,304,Shop
5.00,N/A,132380,4,Shop
7.12,N/A,132399,8,Shop
5.00,N/A,132410,1,Shop
