id,details.name,attributes.boardgamecategory,attributes.boardgamemechanic,yearpublished,minplayers,maxplayers,playingtime,users_rated,average_rating,bayes_average_rating,total_weights,average_weight
21182,1850,"Economic,Trains,Transportation","Route/Network Building,Stock Holding,Tile Placement",2005,2,6,300,79,7.41266,5.60752,11,3.3636
21188,Liar!,"Bluffing,Card Game,Deduction,Memory,Print & Play","Hand Management,Memory",2005,2,2,5,43,6.58837,5.53365,11,1.3636
21219,Red Hot Silly Dragon,"Adventure,Card Game,Fantasy,Mythology","Card Drafting,Hand Management",2005,2,5,30,105,5.67524,5.51096,16,1.375
21239,Rocketville,"Political,Science Fiction","Auction/Bidding,Hand Management,Point to Point Movement",2006,3,5,45,579,5.07714,5.37327,68,1.5882
21241,Neuroshima Hex!,"Fighting,Science Fiction","Hand Management,Hex-and-Counter,Player Elimination,Tile Placement,Variable Player Powers",2006,1,4,30,12435,7.41145,7.16805,813,2.6101
21249,Recess!,"Fighting,Humor,Religious","Action Point Allowance System,Point to Point Movement",2006,3,5,30,98,5.12959,5.48013,9,1.4444
21269,Finger Football,"Action / Dexterity,Dice,Sports",Dice Rolling,2005,2,2,0,38,6.69737,5.53246,2,1.5
21276,Grand Tribunal,Fantasy,Action Point Allowance System,2006,3,5,90,88,5.48068,5.49842,18,2.6111
21287,Bison: Thunder on the Prairie,"American West,Animals,Territory Building","Action Point Allowance System,Area Control / Area Influence,Area Movement,Modular Board,Tile Placement",2006,2,4,90,1244,6.33479,5.88925,158,2.7278
21293,Celtica,"Fantasy,Medieval","Hand Management,Set Collection",2006,2,5,30,720,5.6127,5.53522,96,1.4479
21294,NoNo,"Card Game,Dice,Trivia,Word Game",Dice Rolling,2006,3,8,30,66,5.63939,5.50672,9,1.1111
21324,Abande,Abstract Strategy,Grid Movement,2005,2,2,30,96,7.04427,5.60304,12,2.9167
21331,Quip It!,"Bluffing,Deduction,Electronic,Humor,Party Game","Storytelling,Voting",2005,3,8,60,66,4.9803,5.47343,6,1.3333
21342,The Great Chili Cookoff,Card Game,Trick-taking,2006,2,7,30,177,5.85751,5.53481,35,1.5143
21348,Ticket to Ride: Märklin,"Trains,Transportation,Travel","Card Drafting,Hand Management,Point to Point Movement,Route/Network Building,Set Collection",2006,2,5,60,8473,7.40839,7.11891,839,2.2443
21358,Savage Worlds,Miniatures,Role Playing,2003,2,10,240,157,7.95873,5.73722,17,2.8824
21366,RPGQuest: The Knights Templar,"Exploration,Fantasy","Action Point Allowance System,Co-operative Play,Dice Rolling,Modular Board,Role Playing",2005,4,12,30,42,8.14286,5.50607,6,1.8333
21373,Federation Commander:  Romulan Border,"Movies / TV / Radio theme,Science Fiction,Wargame","Action Point Allowance System,Dice Rolling,Hex-and-Counter,Simultaneous Action Selection",2006,2,8,60,246,7.67704,5.80434,41,3.5122
21380,Conquest of the Fallen Lands,"Fantasy,Medieval","Area Enclosure,Modular Board",2005,3,5,90,746,6.79927,5.94077,99,2.3636
21389,Happy Families,"Card Game,Children's Game,Educational,Memory,Movies / TV / Radio theme,Novel-based,Prehistoric",Set Collection,1851,2,4,30,211,4.7074,5.385,17,1.0588
21411,Island War: Four Pacific Battles,"Wargame,World War II","Hex-and-Counter,Simulation",1975,2,2,120,59,6.48983,5.54264,14,2.1429
21414,To The Last Man!,"Bluffing,Wargame,World War I","Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Secret Unit Deployment,Simulation",2009,2,3,120,168,7.61313,5.72833,23,2.5217
21435,Shoot The Moon,Card Game,"Partnerships,Trick-taking",2004,2,6,0,33,5.83636,5.5057,9,1.2222
21436,18FL,"Economic,Trains","Route/Network Building,Stock Holding,Tile Placement",2006,2,4,150,155,7.19387,5.67951,19,3.6842
21441,Mykerinos,Exploration,"Area Control / Area Influence,Hand Management,Modular Board",2006,2,4,60,3790,6.86035,6.50445,517,2.5629
21457,Cover Up,Abstract Strategy,"Memory,Pattern Building",2006,2,2,15,76,6.01145,5.52893,10,1.4
21463,John Silver,"Card Game,Pirates",Trick-taking,2006,2,4,30,270,6.03426,5.58978,34,1.7059
21464,California,Economic,"Set Collection,Tile Placement",2006,2,5,60,1353,6.24397,5.86603,190,1.8
21469,Spectral Rails,"American West,Horror,Trains","Auction/Bidding,Hand Management,Pick-up and Deliver",2011,3,4,60,250,6.37103,5.63485,26,2.5
21488,Petteia,Abstract Strategy,"Action / Movement Programming,Area Control / Area Influence",-100,2,2,20,44,6.125,5.516,6,2.1667
21503,S.P.Q.RisiKo!,"Ancient,Dice,Wargame","Area Movement,Dice Rolling",2005,3,5,120,165,6.4,5.59375,15,2.1333
21523,Runebound (Second Edition),"Adventure,Exploration,Fantasy,Fighting","Area Movement,Card Drafting,Dice Rolling,Role Playing",2005,2,6,240,7570,6.88226,6.60125,811,2.6806
21529,Poker Tiles Game,,"Set Collection,Tile Placement",2005,2,4,30,43,4.57674,5.46974,6,1.5
21550,Blokus Trigon,"Abstract Strategy,Territory Building","Area Enclosure,Hand Management,Tile Placement",2006,2,4,20,2772,6.92328,6.43528,244,1.9426
21551,SPQR (Deluxe Edition),"Ancient,Wargame","Dice Rolling,Hex-and-Counter,Simulation",2008,2,2,240,640,7.96369,6.25766,92,3.8043
21566,Scene It? Sports powered by ESPN,"Electronic,Party Game,Sports,Trivia",Roll / Spin and Move,2005,2,12,45,75,5.13667,5.47602,5,1.4
21569,Adigma,"Party Game,Puzzle",Paper-and-Pencil,2001,2,10,90,79,7.66203,5.58608,7,1.5714
21572,ChickenFoot,Abstract Strategy,Tile Placement,1986,1,8,45,116,5.99397,5.54041,15,1.3333
21577,M is for Mouse,"Card Game,Children's Game,Educational,Memory,Word Game","Memory,Set Collection",2006,2,5,15,41,5.29268,5.49368,8,1.125
21613,Diabolo,"Bluffing,Card Game",Hand Management,2006,3,5,30,457,5.51287,5.50022,48,1.3542
21622,Monopoly: Simpsons Treehouse of Horror,"Economic,Movies / TV / Radio theme,Negotiation","Auction/Bidding,Roll / Spin and Move,Set Collection,Stock Holding,Trading",2005,2,6,180,55,5.47909,5.48466,4,1.75
21631,Bohnkick,"Card Game,Sports",Simulation,2006,2,4,45,119,5.31597,5.48636,15,1.6
21632,To Court the King,"Dice,Medieval","Card Drafting,Dice Rolling,Pattern Building",2006,2,5,45,3759,6.46465,6.19874,454,1.7313
21634,Cincinnati,Dice,Dice Rolling,2006,3,6,45,97,5.98505,5.52618,13,1.3077
21641,Aquädukt,"City Building,Dice","Dice Rolling,Press Your Luck,Route/Network Building,Tile Placement",2005,2,4,30,1598,6.41986,5.99677,216,1.7037
21654,Iliad,"Ancient,Bluffing,Card Game,Mythology","Hand Management,Partnerships,Set Collection,Take That",2006,2,6,45,1810,6.53739,6.0773,227,2.0969
21666,Mad Scientist University,"Card Game,Party Game,Science Fiction",Storytelling,2005,3,7,45,158,5.76772,5.52869,19,1.0526
21677,Scene It? Music,"Electronic,Music,Party Game,Trivia",Dice Rolling,2005,2,12,30,101,5.63178,5.50109,7,1.1429
21685,Rok 1920,Wargame,Hex-and-Counter,1995,2,3,120,45,7.6,5.55547,11,3.7273
21702,Big Fish Lil' Fish,"Animals,Card Game,Children's Game","Simultaneous Action Selection,Trick-taking",2005,2,6,15,98,4.54694,5.43762,12,1
21703,Mana,Abstract Strategy,Grid Movement,1987,2,2,30,91,6.61319,5.56949,8,2
21704,Fiji,Humor,"Auction/Bidding,Set Collection",2006,2,5,30,884,5.858,5.64068,103,1.767
21705,Scene It? Friends,"Electronic,Movies / TV / Radio theme,Party Game,Trivia",Roll / Spin and Move,2005,2,12,60,154,5.57565,5.49311,12,1.4167
21709,Jericho,"Ancient,Card Game,Religious","Hand Management,Set Collection,Take That",2006,3,5,15,598,6.09391,5.68233,93,1.3978
21716,La Guerre de Troie,"Ancient,Wargame","Area Movement,Dice Rolling",2006,1,2,60,34,6.02941,5.50824,10,1.1
21729,Snake Lake,Card Game,"Action / Movement Programming,Hand Management,Memory,Simultaneous Action Selection",2006,3,6,30,102,5.5,5.49465,17,1.4706
21734,Krumble,"Exploration,Racing","Dice Rolling,Tile Placement",2006,3,6,30,96,4.75323,5.44323,13,1.4615
21749,Scene It? Squabble,"Electronic,Movies / TV / Radio theme,Party Game,Trivia",Roll / Spin and Move,2005,2,12,60,79,4.88861,5.46168,6,1.1667
21754,Nottingham,Card Game,"Auction/Bidding,Hand Management,Set Collection",2006,3,7,30,1433,6.26068,5.89384,171,1.6023
21763,Mr. Jack,"Deduction,Murder/Mystery","Grid Movement,Variable Player Powers",2006,2,2,30,14125,7.03452,6.87642,1076,2.1859
21769,Talavera,"Napoleonic,Wargame",Hex-and-Counter,2007,2,2,1200,89,7.09775,5.58052,11,3.7273
21779,1914: Twilight in the East,"Wargame,World War I","Dice Rolling,Hex-and-Counter,Simulation",2007,2,6,4000,176,7.9125,5.73752,60,4.4167
21788,Panicozoo,"Action / Dexterity,Animals,Card Game,Memory","Memory,Pattern Recognition",2005,2,6,15,52,5.42596,5.49605,5,1
21790,Thurn and Taxis,"Renaissance,Transportation","Card Drafting,Hand Management,Route/Network Building,Set Collection",2006,2,4,60,17124,7.10775,6.97034,1781,2.2628
21791,Masons,"City Building,Medieval","Dice Rolling,Hand Management",2006,2,4,45,2364,6.52337,6.14569,287,2.1324
21798,HysteriCoach,"Action / Dexterity,Party Game,Sports","Acting,Partnerships,Simulation",2006,4,15,30,276,5.86654,5.56121,41,1.2195
21829,Sherwood,"Bluffing,Medieval,Political,Territory Building",Auction/Bidding,2005,2,4,45,181,6.28232,5.57996,26,2.2692
21849,UNO H2O Splash,"Card Game,Children's Game","Hand Management,Pattern Recognition",2005,2,10,30,81,5.9758,5.51855,5,1.6
21854,Los Mampfos,"Animals,Children's Game,Memory",Memory,2006,2,5,20,357,6.15007,5.63462,38,1.2368
21861,Three Musketeers,Abstract Strategy,Point to Point Movement,1969,2,2,10,34,6.00703,5.51177,2,2
21866,"Zobmondo!! Would you rather...? Twisted, sick and wrong. Late night.",Party Game,Voting,2005,3,0,30,50,4.5503,5.46779,2,1
21882,Blue Moon City,"City Building,Fantasy","Area Control / Area Influence,Grid Movement,Hand Management,Modular Board,Set Collection",2006,2,4,50,7340,7.04386,6.79017,836,2.2978
21892,Augsburg 1520,"Economic,Medieval",Auction/Bidding,2006,2,5,75,1203,6.45128,5.95122,161,2.6708
21915,Le Vol de l'Aigle,"Napoleonic,Wargame","Paper-and-Pencil,Secret Unit Deployment,Simulation,Simultaneous Action Selection",2005,3,10,600,38,7.67105,5.5512,11,2.8182
21920,Leonardo da Vinci,Renaissance,"Area Control / Area Influence,Hand Management,Worker Placement",2006,2,5,90,3336,6.76318,6.38318,439,3.1891
21930,Crazy Kick,"Card Game,Real-time,Sports","Card Drafting,Partnerships",2006,2,8,10,581,6.35039,5.74883,66,1.0455
21941,Marvel Heroes Battle Dice,"Comic Book / Strip,Dice,Fighting","Dice Rolling,Variable Player Powers",2006,2,8,30,66,4.72424,5.45919,11,1.4545
21947,RAN,"Medieval,Wargame",Hex-and-Counter,2007,2,4,240,202,7.43579,5.74106,38,3.7368
21954,Perikles,"Ancient,Fighting,Political","Area Control / Area Influence,Card Drafting,Dice Rolling,Secret Unit Deployment",2006,3,5,120,1812,6.92553,6.3147,271,3.2768
21955,Treehouse,"Abstract Strategy,Dice","Dice Rolling,Pattern Building,Roll / Spin and Move",2006,2,4,20,816,5.82724,5.60404,112,1.3125
21991,Karo,Abstract Strategy,Modular Board,2005,2,2,20,75,6.60267,5.55675,7,2
22019,ZombieTown,"Exploration,Fighting,Horror,Zombies",Point to Point Movement,2007,3,6,60,425,5.31108,5.43326,58,2.1724
22029,"I Ain't Been Shot, Mum","Miniatures,Wargame,World War II","Roll / Spin and Move,Simulation,Variable Phase Order",2002,2,6,120,87,7.75172,5.6107,17,2.9412
22038,Warrior Knights,"Medieval,Negotiation,Political,Wargame","Area Movement,Auction/Bidding,Campaign / Battle Card Driven,Simultaneous Action Selection,Voting",2006,2,6,240,3737,6.86104,6.46223,520,3.5135
22048,Trivial Pursuit DVD Disney Edition,"Children's Game,Electronic,Movies / TV / Radio theme,Party Game,Trivia",Roll / Spin and Move,2005,2,4,60,60,5.63374,5.49792,3,1.6667
22061,TEG: La Revancha,"Dice,Wargame","Area-Impulse,Dice Rolling",1990,2,6,240,95,6.37895,5.54263,10,2.7
22080,Reversi,Abstract Strategy,"Pattern Building,Point to Point Movement",1975,1,2,15,138,5.57746,5.50467,8,1.75
22085,Baron,"Medieval,Territory Building","Modular Board,Tile Placement",2006,2,5,60,110,5.2073,5.47578,21,2.1905
22111,Double or Nothing,Card Game,Press Your Luck,2006,3,6,20,498,5.68867,5.549,63,1.1111
22123,Enkounter,"Abstract Strategy,Puzzle","Pattern Recognition,Tile Placement",2006,1,3,15,47,5.7617,5.5091,3,2.3333
22141,Cleopatra and the Society of Architects,Ancient,"Area Enclosure,Auction/Bidding,Card Drafting,Dice Rolling,Hand Management,Set Collection,Tile Placement",2006,3,5,60,6098,6.80677,6.5505,633,2.2859
22143,EastFront II,"Wargame,World War II","Action Point Allowance System,Secret Unit Deployment,Simulation",2006,2,2,240,547,8.04494,6.21393,90,3.5111
22161,WestFront II,"Wargame,World War II","Dice Rolling,Secret Unit Deployment",2006,2,2,240,164,7.81829,5.73365,34,3.4412
22169,Chez Guevara,"Card Game,Modern Warfare,Political","Set Collection,Take That",2006,2,5,60,195,5.60713,5.51565,20,1.65
22176,"Lest Darkness Fall: Rome in Crisis, AD 235 – 285","Ancient,Wargame",Hex-and-Counter,2006,2,2,240,39,6.39949,5.51909,3,3
22182,Stonne Heights,"Wargame,World War II","Dice Rolling,Hex-and-Counter",2007,2,2,240,37,7.9,5.55019,5,3.8
22186,Shako,"Miniatures,Napoleonic,Wargame",Area-Impulse,1995,2,8,240,41,7.07317,5.54173,6,3.1667
22192,HeroQuest Advanced Quest,"Adventure,Exploration,Fantasy,Fighting",Role Playing,1990,2,5,90,1316,7.27987,6.24134,54,2.1852
22198,Great Wall of China,Card Game,"Area Control / Area Influence,Hand Management",2006,2,5,30,1942,6.21743,5.9186,247,1.8664
22205,Trapture,Abstract Strategy,Area Enclosure,2006,2,2,0,43,5.98837,5.51672,6,1.1667
22209,Muumipeli,Comic Book / Strip,"Point to Point Movement,Roll / Spin and Move",0,2,6,30,58,4.22414,5.4465,11,1
22227,No Prisoners,"Wargame,World War I",Hex-and-Counter,2006,2,2,180,47,6.82979,5.53492,7,2.8571
22233,Fischmarkt,"Economic,Negotiation","Auction/Bidding,Commodity Speculation,Trading",2006,3,5,45,89,6.21742,5.54273,20,1.65
22237,Hart an der Grenze,"Bluffing,Card Game,Party Game",Hand Management,2006,3,6,40,922,6.445,5.8731,114,1.4035
22245,Times Square,"Card Game,Movies / TV / Radio theme",Hand Management,2006,2,2,30,1141,6.31149,5.8681,121,1.6777
22254,Narnia Risk Junior,"Adventure,Children's Game,Fantasy,Movies / TV / Radio theme,Mythology,Novel-based,Territory Building,Wargame","Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling",2006,2,4,90,105,5.48311,5.49265,19,2
22257,Joakim von Ankas fantastiska affärer,"Comic Book / Strip,Economic","Commodity Speculation,Grid Movement,Roll / Spin and Move",1989,2,5,60,38,5.81579,5.5015,5,2
22265,Don Peperoni,"Bluffing,Humor,Mafia","Action Point Allowance System,Area Control / Area Influence,Area Movement,Auction/Bidding",2006,3,5,45,59,4.86102,5.47234,9,1.7778
22266,Zig-Zag,"Action / Dexterity,Bluffing,Card Game,Racing",Set Collection,2006,2,4,25,326,5.65731,5.52422,40,1.125
22268,Asterix & Obelix,"Card Game,Comic Book / Strip,Fighting",Card Drafting,2006,2,2,20,106,5.42358,5.49481,14,1.1429
22278,12 Thieves,Arabian,"Area Movement,Hand Management",2006,2,4,45,1468,6.43806,5.96829,172,1.8663
22287,Buccaneer,Pirates,"Auction/Bidding,Memory",2006,3,5,30,1636,6.28382,5.92783,209,1.5837
22297,"Winged Horse: Campaigns in Vietnam, 1965-66","Vietnam War,Wargame",Hex-and-Counter,2006,2,2,480,60,7.2275,5.56302,10,3
22299,Marlborough: War of the Spanish Succession,"Age of Reason,Wargame",Hex-and-Counter,2006,2,2,240,35,6.34857,5.51139,12,3.25
22303,Celebrities,"Humor,Party Game","Acting,Memory,Paper-and-Pencil,Partnerships",0,4,30,90,255,7.21373,5.77354,32,1.1875
22329,Fatal Frame: The Card Game,"Card Game,Dice,Fighting,Horror,Print & Play,Video Game Theme","Area Movement,Campaign / Battle Card Driven,Dice Rolling",2005,2,4,60,33,6.87576,5.53141,6,2.3333
22338,Spin & Trap,Abstract Strategy,"Area Enclosure,Pattern Building",2006,2,2,0,44,5.27955,5.49316,10,1.8
22342,Amazones,Card Game,Auction/Bidding,2006,3,5,30,48,5.17812,5.48857,5,1.2
22344,Fatal Rendez Vous,"Bluffing,Deduction,Horror,Murder/Mystery,Party Game","Partnerships,Role Playing,Variable Player Powers,Voting",2006,5,20,30,44,6.03636,5.51456,1,2
22345,Yspahan,"Arabian,Dice,Economic","Area Control / Area Influence,Dice Rolling",2006,2,4,60,7554,7.09694,6.84202,861,2.3647
22347,Pecking Order,"Animals,Bluffing,Card Game","Auction/Bidding,Rock-Paper-Scissors",1998,2,2,20,864,6.41685,5.84804,95,1.3263
22348,Duplik,"Humor,Party Game",Line Drawing,2005,3,10,45,1787,6.97958,6.31686,99,1.2222
22359,Steel Wolves: The German Submarine Campaign Against Allied Shipping – Vol 1,"Nautical,Wargame,World War II","Area-Impulse,Chit-Pull System,Dice Rolling,Point to Point Movement,Secret Unit Deployment,Simulation",2010,1,1,3000,216,7.68893,5.77187,53,4.0755
22377,Spartacus,"Ancient,Civil War,Political,Wargame","Campaign / Battle Card Driven,Point to Point Movement,Simulation",2008,2,2,300,162,6.64722,5.61173,30,3.3333
22378,Red Storm over the Reich,"Dice,Fighting,Wargame,World War II","Action Point Allowance System,Dice Rolling,Hex-and-Counter,Simulation,Variable Player Powers",2007,2,2,480,105,7.23013,5.62547,23,3.5217
22379,aBRIDGEd,Card Game,"Auction/Bidding,Trick-taking",2006,4,4,40,62,5.34839,5.49347,8,1.625
22392,T.E.G.: Plan Táctico y Estratégico de la Guerra,,"Area-Impulse,Dice Rolling",1978,2,6,180,153,6.03402,5.51945,7,2.4286
22398,10 Days in Asia,"Aviation / Flight,Travel","Hand Management,Route/Network Building,Tile Placement",2007,2,4,25,1085,6.68058,6.02589,105,1.4286
22399,MixUp,Abstract Strategy,"Pattern Building,Tile Placement",2006,2,2,20,114,6.27544,5.55482,9,1.6667
22406,Twilight of the Ottomans: World War I in the Middle East,"Wargame,World War I",Hex-and-Counter,2007,2,2,360,47,7.08511,5.55185,8,2.875
22407,1066: End of the Dark Ages,"Medieval,Political,Wargame",Grid Movement,2006,2,4,240,56,6.11607,5.52175,4,3
22420,Battles of Napoleon: The Eagle and the Lion,"Miniatures,Napoleonic,Wargame","Campaign / Battle Card Driven,Modular Board",2010,2,2,90,285,7.34439,5.77954,46,3.6522
22445,Guru,Deduction,Card Drafting,2006,2,5,60,56,5.09107,5.48131,6,2
22457,Axis & Allies: Battle of the Bulge,"Wargame,World War II","Area Movement,Dice Rolling",2006,2,2,180,764,6.74239,5.90363,92,2.6522
22464,Margin for Error,Card Game,"Partnerships,Trick-taking",2006,4,5,60,41,6.29268,5.52013,8,2.125
22465,On the Dot,Abstract Strategy,"Pattern Building,Pattern Recognition",2006,2,4,5,522,6.1969,5.68113,49,1.6735
22472,Prussia's Defiant Stand,"Age of Reason,Wargame","Dice Rolling,Secret Unit Deployment,Simultaneous Action Selection",2007,2,2,180,139,6.85036,5.62817,25,2.6
22476,Universal Fighting System: Street Fighter,"Card Game,Collectible Components,Fighting,Video Game Theme",Variable Player Powers,2006,2,6,30,98,6.27245,5.54023,16,2.4375
22479,HorrorClix,"Collectible Components,Fantasy,Fighting,Horror,Miniatures,Movies / TV / Radio theme","Action Point Allowance System,Dice Rolling,Variable Player Powers",2006,2,0,60,387,6.40225,5.66305,49,2.3061
22484,Ingenious: Travel Edition,Abstract Strategy,"Hand Management,Pattern Building,Tile Placement",2006,2,2,30,1881,7.10906,6.43251,161,1.8509
22485,Terra Prime,"Economic,Science Fiction,Space Exploration,Transportation","Action Point Allowance System,Dice Rolling,Modular Board,Pick-up and Deliver,Point to Point Movement,Tile Placement",2009,2,5,60,471,6.31072,5.70903,65,2.5692
22497,Straw,"Arabian,Card Game","Hand Management,Press Your Luck",2006,2,6,30,950,6.22417,5.7839,74,1.0405
22509,Four Battles of Army Group South,"Dice,Wargame,World War II","Hex-and-Counter,Simulation",1979,2,2,240,87,6.9177,5.57514,15,3.0667
22511,Stargate Trading Card Game,"Card Game,Collectible Components,Movies / TV / Radio theme,Science Fiction","Hand Management,Variable Player Powers",2007,2,2,20,64,6.61875,5.54167,9,2.4444
22532,Wings of War: The Dawn of World War II,"Aviation / Flight,Card Game,Wargame,World War II","Action / Movement Programming,Player Elimination,Simulation,Simultaneous Action Selection",2007,2,6,45,1222,6.84929,6.11292,137,1.9562
22545,Age of Empires III: The Age of Discovery,"Civilization,Exploration,Renaissance,Video Game Theme","Area Control / Area Influence,Set Collection,Worker Placement",2007,2,5,120,9632,7.55343,7.273,1026,3.1277
22551,Risk: Star Wars Original Trilogy Edition,"Movies / TV / Radio theme,Science Fiction,Wargame","Area Control / Area Influence,Area Movement,Dice Rolling,Secret Unit Deployment",2006,2,5,120,1003,6.84375,6.02518,101,2.1188
22571,Spit!,"Card Game,Number","Pattern Recognition,Simultaneous Action Selection",2004,2,2,15,60,5.43869,5.49693,9,1.1111
22594,Universal Fighting System: Soul Calibur III,"Card Game,Collectible Components,Fighting,Video Game Theme",Variable Player Powers,2006,2,6,30,46,6.22717,5.51837,9,2.4444
22604,The Halls of Montezuma,"American West,Wargame","Campaign / Battle Card Driven,Point to Point Movement",2009,2,2,240,215,6.48456,5.62494,40,3.175
22606,Won by the Sword,"Pike and Shot,Wargame","Campaign / Battle Card Driven,Point to Point Movement",2014,2,2,360,142,6.54789,5.58732,15,2.6
22616,Crystal Faire,"Bluffing,Negotiation","Auction/Bidding,Set Collection",2006,3,5,120,52,5.60865,5.50417,9,2.3333
22629,Giggle Wiggle,"Action / Dexterity,Children's Game,Electronic",Set Collection,1991,2,4,5,64,4.49609,5.45772,7,1.1429
22644,La Guerra Civil Española (1936),"Civil War,Dice,Fighting,Wargame","Dice Rolling,Hex-and-Counter,Simulation",1981,2,6,240,77,6.01948,5.51096,13,2.6923
22664,Phase 10 Masters Edition,Card Game,"Hand Management,Set Collection",2001,2,6,120,387,5.70452,5.53668,23,1.3913
22673,Seismic,"Territory Building,Travel",Tile Placement,2006,2,4,45,266,5.82099,5.5505,42,1.5952
22677,Stalin's War,"Wargame,World War II","Campaign / Battle Card Driven,Dice Rolling,Hand Management,Hex-and-Counter,Simulation",2010,2,2,240,292,6.78822,5.71216,48,3.1458
22684,Race the Wind,"Nautical,Racing,Sports",Simulation,2007,2,5,60,180,6.37728,5.5958,23,2.5217
22721,Combo King,Dice,"Dice Rolling,Press Your Luck",2006,2,4,20,210,5.90571,5.55215,25,1.16
22724,Zombie Rally,"Card Game,Horror,Humor,Zombies",Hand Management,2005,2,6,15,52,5.42692,5.49682,8,1.125
22733,Uglydoll Card Game,Card Game,Pattern Recognition,2006,2,6,15,211,5.94645,5.55,20,1
22753,Thing-a-ma-Bots,Card Game,Pattern Recognition,2006,2,6,12,58,5.82414,5.51052,10,1
22758,Great War at Sea: U.S. Navy Plan Gold,"Fighting,Nautical,Wargame,World War I","Campaign / Battle Card Driven,Hex-and-Counter,Secret Unit Deployment,Simulation",2006,1,2,30,54,7.06018,5.5541,11,2.7273
22766,Die Siedler von Catan: Das Kartenspiel – 10th Anniversary Special Edition Tin Box,"Card Game,Fantasy,Medieval","Card Drafting,Hand Management,Trading",2006,2,2,60,311,7.60319,5.87086,20,2.55
22770,Mad Libs Card Game,"Card Game,Word Game","Card Drafting,Hand Management",2002,2,6,30,72,3.72639,5.41555,4,1.25
22785,Mini Rummy,Abstract Strategy,Card Drafting,,,,,,,,,
22790,Cephalopod,"Abstract Strategy,Dice,Number,Print & Play,Territory Building",Tile Placement,2006,2,2,30,82,5.67378,5.50742,9,2.7778
22799,Legie,"Abstract Strategy,Medieval","Area Enclosure,Modular Board,Tile Placement",2005,2,2,15,97,5.5067,5.49348,12,2.6667
22808,Vroeger of Later,"Bluffing,Trivia",Card Drafting,2006,2,8,30,66,6.66136,5.55237,9,2
22825,Tide of Iron,"Wargame,World War II","Action Point Allowance System,Dice Rolling,Hand Management,Hex-and-Counter,Modular Board,Partnerships,Time Track",2007,2,4,120,3668,7.2165,6.67604,559,3.4633
22826,Mutant Chronicles Collectible Miniatures Game,"Collectible Components,Fighting,Horror,Miniatures,Science Fiction,Wargame","Action Point Allowance System,Dice Rolling,Grid Movement,Hand Management,Modular Board,Variable Phase Order,Variable Player Powers",2008,2,2,60,304,6.14234,5.59669,43,2.4419
22827,StarCraft: The Board Game,"Civilization,Fighting,Miniatures,Science Fiction,Space Exploration,Territory Building,Video Game Theme,Wargame","Area Control / Area Influence,Area Movement,Deck / Pool Building,Modular Board,Variable Player Powers",2007,2,6,240,6832,7.33642,6.9653,755,3.8305
22839,Trivial Pursuit: DVD,"Electronic,Movies / TV / Radio theme,Party Game,Trivia",Roll / Spin and Move,2005,2,6,90,85,4.98235,5.46816,10,1.7
22843,War in the Pacific (second edition),"Wargame,World War II","Hex-and-Counter,Simulation",2006,2,6,480,78,7.58832,5.5838,26,4.7692
22847,Connect6,Abstract Strategy,Pattern Building,2003,2,2,30,100,6.909,5.58248,13,3
22861,Feed the Kitty,"Animals,Children's Game,Dice,Educational",Dice Rolling,2006,2,5,15,414,4.86368,5.33239,38,1.0263
22863,Luck of the Draw,Party Game,"Line Drawing,Paper-and-Pencil,Voting",2006,4,8,30,150,6.58998,5.58995,15,1.1333
22866,UNO: Family Guy,"Card Game,Movies / TV / Radio theme",Hand Management,2004,2,10,30,43,5.46713,5.49299,3,1
22877,Fields of Fire,"Korean War,Vietnam War,Wargame,World War II","Campaign / Battle Card Driven,Modular Board",2008,1,1,300,944,7.78104,6.35383,206,4.1359
22889,Pictureka!,"Abstract Strategy,Memory,Party Game,Puzzle","Auction/Bidding,Memory,Modular Board",2006,2,7,30,947,5.40329,5.44976,63,1.127
22897,Dreamblade,"Collectible Components,Fantasy,Horror,Miniatures","Area Control / Area Influence,Dice Rolling",2006,2,2,60,955,7.17076,6.15953,141,2.6879
22910,Naruto Collectible Card Game,"Card Game,Collectible Components,Fighting,Movies / TV / Radio theme","Card Drafting,Hand Management",2006,2,2,45,94,5.94085,5.51983,8,2.125
22924,Card Football: Premiere Edition,"Card Game,Sports","Hand Management,Simulation,Simultaneous Action Selection",2006,1,4,45,161,6.41957,5.59023,33,1.8485
22931,Brillance,"Fantasy,Medieval,Racing,Transportation","Action Point Allowance System,Pick-up and Deliver,Point to Point Movement",2006,2,6,60,49,4.59796,5.4658,7,2.1429
22938,Justinian,"Ancient,Political",Betting/Wagering,2006,2,4,45,601,5.89781,5.61309,72,2.1667
22947,Exxit,Abstract Strategy,"Modular Board,Tile Placement",2006,2,2,40,125,6.86424,5.60318,9,2.5556
22948,Munchkin Impossible,"Card Game,Fighting,Humor,Spies/Secret Agents","Dice Rolling,Trading,Variable Player Powers",2006,3,6,120,1056,5.96998,5.64632,70,1.8286
22950,Play Nine,"Card Game,Sports","Hand Management,Set Collection",2004,2,6,45,227,6.23969,5.58167,13,1.1538
22980,Jeff Foxworthy's You Might Be a Redneck if... Game,Humor,Storytelling,2006,2,4,30,43,3.64023,5.44013,4,1
22991,Mona Lisa Mysteries,,Auction/Bidding,2006,3,5,30,71,5.73592,5.50602,15,2
