id,details.name,attributes.boardgamecategory,attributes.boardgamemechanic,yearpublished,minplayers,maxplayers,playingtime,users_rated,average_rating,bayes_average_rating,total_weights,average_weight
145649,Nowheresville: Bandit Paradise,"Action / Dexterity,American West,Bluffing,Fighting,Humor,Negotiation","Card Drafting,Set Collection,Simultaneous Action Selection",2013,2,5,60,55,6.44818,5.52972,4,2
145654,Invaders,"Card Game,Fighting,Horror,Science Fiction","Hand Management,Variable Player Powers",2013,2,2,60,312,6.97218,5.7607,22,2.7727
145659,Scoville,Farming,"Auction/Bidding,Grid Movement,Set Collection",2014,2,6,90,4383,7.17001,6.76506,157,2.7834
145675,SecuenzooS,"Animals,Memory,Racing","Memory,Modular Board,Variable Player Powers",2013,2,5,30,81,6.76617,5.5663,10,1.6
145722,Eat Me If You Can!,"Bluffing,Deduction",Press Your Luck,2012,3,6,10,483,6.02971,5.6383,28,1.0357
145766,Gamedec,"Adventure,Novel-based,Science Fiction","Dice Rolling,Hand Management,Role Playing,Variable Player Powers",2013,1,6,75,101,6.62772,5.55456,6,3.1667
145842,Monopoly Empire,Economic,"Auction/Bidding,Roll / Spin and Move,Set Collection",2013,2,4,25,448,5.54255,5.49561,23,1.2609
145888,CapCom Street Fighter Deck-Building Game,"Card Game,Fighting,Video Game Theme",Deck / Pool Building,2014,2,5,45,544,6.68186,5.80424,36,2.1111
145928,Empire Engine,"Bluffing,Card Game,Fighting,Print & Play","Action / Movement Programming,Simultaneous Action Selection,Variable Player Powers",2013,2,4,30,761,5.79456,5.6076,52,1.6731
145943,A Duel Betwixt Us,"Card Game,Humor","Hand Management,Variable Player Powers",2014,2,2,45,183,5.33044,5.47455,9,1.6667
145963,Wetland,"Abstract Strategy,Math","Modular Board,Tile Placement",2013,2,4,30,46,5.2513,5.49153,4,1
145975,Hoplite,"Ancient,Wargame",Hex-and-Counter,2014,1,4,480,188,7.75585,5.76121,27,3.5556
145976,Talon,"Science Fiction,Wargame","Grid Movement,Hex-and-Counter,Variable Player Powers",2016,2,6,90,578,7.59938,6.08016,44,2.5455
146014,Dreadball: KickOff,"Miniatures,Science Fiction,Sports","Dice Rolling,Grid Movement,Variable Player Powers",2013,2,2,90,41,6.79268,5.53539,2,3
146021,Eldritch Horror,"Adventure,Fantasy,Fighting,Horror,Novel-based","Co-operative Play,Dice Rolling,Point to Point Movement,Variable Player Powers",2013,1,8,240,25845,7.83506,7.60738,1337,3.3111
146034,Donburiko,Card Game,Hand Management,2013,2,4,15,106,6.37925,5.56437,13,1.3846
146035,Eggs of Ostrich,Card Game,"Hand Management,Simultaneous Action Selection",2012,3,3,10,220,6.72545,5.67406,11,1.1818
146104,UnNatural Selection,"Animals,Card Game",Take That,2013,3,10,30,90,5.36456,5.4869,9,1
146130,Coin Age,"Abstract Strategy,Print & Play","Area Control / Area Influence,Area Movement,Press Your Luck",2013,2,2,15,1733,6.08888,5.81201,122,1.3115
146146,Galapagos,Dice,"Dice Rolling,Point to Point Movement",2013,2,4,30,96,5.25865,5.48345,8,1.5
146149,Speed Cups,"Action / Dexterity,Children's Game,Real-time",Pattern Building,2013,2,4,15,1041,6.23128,5.80205,38,1.0526
146151,Käse Würfeln,Dice,"Dice Rolling,Pattern Building",2013,2,5,30,58,5.2569,5.48927,6,1.1667
146152,Flash 10,"Card Game,Real-time",Pattern Building,2013,2,5,20,69,6.21449,5.53591,3,1
146158,New Haven,City Building,Tile Placement,2013,2,4,60,416,6.53073,5.73921,30,2.0667
146161,Arche Noah,"Animals,Card Game","Auction/Bidding,Set Collection",2013,2,5,25,62,5.8371,5.51201,3,1
146188,Mauna Kea,Adventure,"Grid Movement,Hand Management,Tile Placement",2013,2,4,45,207,5.76628,5.53479,11,1.6364
146197,Legends of the American Frontier,"Adventure,American Revolutionary War,American West,Card Game","Hand Management,Partnerships,Simultaneous Action Selection,Storytelling",2016,3,7,90,156,6.51891,5.60106,9,2.4444
146204,Ruckus: The Goblin Army Game,"Card Game,Comic Book / Strip,Humor,Wargame","Area Movement,Card Drafting,Deck / Pool Building,Hand Management",2014,2,4,20,85,6.16765,5.51722,7,2.2857
146207,Dead Man's Hand,"American West,Miniatures","Dice Rolling,Point to Point Movement",2013,2,6,45,86,7.93372,5.63434,5,2.2
146221,Forge War,"Adventure,Economic,Fantasy,Industry / Manufacturing,Medieval","Grid Movement,Role Playing,Variable Phase Order,Worker Placement",2015,1,4,180,1434,7.28688,6.38518,108,3.7593
146226,Witch Hunt,"Bluffing,Card Game,Deduction,Print & Play","Hand Management,Player Elimination,Variable Player Powers",2013,3,6,15,33,5.31818,5.49551,3,1
146228,1714: The Case of the Catalans,"Age of Reason,Negotiation,Wargame","Card Drafting,Variable Phase Order",2014,2,5,120,301,7.0003,5.75195,43,2.814
146245,Kings of Artifice,"Abstract Strategy,City Building,Fantasy,Medieval,Territory Building","Action Point Allowance System,Area Control / Area Influence,Area Enclosure,Grid Movement,Pattern Building,Tile Placement",2013,2,4,60,67,6.16388,5.51465,5,2.8
146247,Showdown: Icons,"Bluffing,Card Game,Fighting,Science Fiction","Hand Management,Simultaneous Action Selection,Variable Player Powers",2013,2,2,15,48,6.22708,5.51776,4,1.75
146253,Angry Sheep,Dice,"Dice Rolling,Press Your Luck,Take That",2014,2,4,20,73,4.56233,5.45657,6,1.3333
146262,Formissimo,"Action / Dexterity,Party Game",Pattern Recognition,2008,1,5,15,40,6.55375,5.53136,3,1
146275,Vikings: Warriors of the North,"Adventure,Fantasy,Fighting,Medieval,Nautical","Dice Rolling,Grid Movement,Hand Management,Pick-up and Deliver",2013,3,4,60,293,5.41089,5.45949,18,1.7778
146278,Tash-Kalar: Arena of Legends,"Abstract Strategy,Card Game,Fantasy,Fighting","Area Control / Area Influence,Grid Movement,Hand Management,Partnerships,Pattern Building,Tile Placement,Variable Player Powers",2013,2,4,60,5494,7.1972,6.84316,261,2.8352
146290,Malacca,"Bluffing,Party Game,Pirates,Political","Betting/Wagering,Rock-Paper-Scissors,Role Playing",2013,2,8,20,91,6.1533,5.53272,7,2
146309,Kronen für den König,"Fantasy,Medieval",Worker Placement,2013,3,4,45,42,5.53571,5.50111,3,2
146312,Ghost Fightin' Treasure Hunters,"Adventure,Children's Game,Fantasy","Co-operative Play,Dice Rolling,Roll / Spin and Move",2013,2,4,30,2047,7.14305,6.45224,82,1.6707
146384,The Amberden Affair,"Murder/Mystery,Real-time","Pick-up and Deliver,Simultaneous Action Selection",2013,3,6,45,64,5.89453,5.50937,7,1.8571
146388,Ender's Game: Battle School,"Movies / TV / Radio theme,Science Fiction,Wargame","Dice Rolling,Grid Movement,Variable Player Powers",2013,2,2,45,67,5.75246,5.5131,3,2.3333
146408,Sentinel Tactics: The Flame of Freedom,"Comic Book / Strip,Miniatures","Dice Rolling,Grid Movement,Modular Board,Partnerships,Variable Player Powers",2014,2,8,60,720,6.70144,5.90079,37,2.4865
146418,Warhammer: Diskwars,"Dice,Fantasy,Wargame","Campaign / Battle Card Driven,Dice Rolling,Hand Management,Player Elimination,Rock-Paper-Scissors,Variable Player Powers",2013,2,4,90,1757,7.14905,6.34794,124,2.7661
146439,BattleLore (Second Edition),"Dice,Fantasy,Miniatures,Wargame","Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",2013,2,2,90,5169,7.78746,7.2512,264,2.7008
146508,T.I.M.E Stories,"Adventure,Mature / Adult,Medieval,Science Fiction","Co-operative Play,Dice Rolling,Role Playing,Storytelling,Time Track,Variable Player Powers,Voting",2015,2,4,90,21048,7.67115,7.4904,467,2.606
146548,Imaginarium,"Card Game,Humor,Party Game","Simultaneous Action Selection,Voting",2011,4,7,30,176,6.54929,5.58882,12,1.1667
146559,Infamy,"Economic,Mafia,Science Fiction","Auction/Bidding,Secret Unit Deployment,Simultaneous Action Selection,Take That,Worker Placement",2013,3,4,60,410,6.88573,5.80656,40,2.85
146579,Quilt Show,,"Card Drafting,Pattern Building,Set Collection,Tile Placement",2014,2,4,45,415,6.45076,5.72611,36,1.9167
146596,Logo Party,Party Game,"Acting,Paper-and-Pencil,Partnerships",2013,4,0,60,85,5.20471,5.48168,4,1.25
146597,Discount Salmon,"Card Game,Humor,Print & Play,Real-time",Hand Management,2013,2,5,10,166,5.68017,5.50848,4,1
146652,Legendary Encounters: An Alien Deck Building Game,"Card Game,Horror,Movies / TV / Radio theme,Science Fiction","Card Drafting,Co-operative Play,Deck / Pool Building,Player Elimination,Variable Player Powers",2014,1,5,60,10029,7.78197,7.45914,390,2.7051
146707,Space Junk,"Humor,Print & Play,Racing,Science Fiction,Space Exploration","Dice Rolling,Storytelling,Take That",2014,2,6,60,96,5.84753,5.50816,6,1.5
146725,Golem Arcana,"Electronic,Fantasy,Miniatures,Wargame","Action / Movement Programming,Action Point Allowance System,Grid Movement,Modular Board,Player Elimination,Variable Player Powers",2014,2,8,45,582,6.61314,5.77881,48,2.7708
146735,Munchkin Adventure Time,"Card Game,Fantasy,Fighting,Humor,Movies / TV / Radio theme","Dice Rolling,Hand Management,Take That,Variable Player Powers",2014,3,6,90,1410,6.51611,5.91424,43,1.907
146747,TF22: RELOAD!,"Bluffing,Card Game,Science Fiction","Card Drafting,Hand Management",2013,2,4,30,35,6.832,5.53148,4,2.25
146762,Rampaging Jotunn,"Ancient,Card Game,Dice,Fantasy,Fighting,Medieval,Mythology","Action Point Allowance System,Area Movement,Dice Rolling,Grid Movement,Hand Management,Hex-and-Counter,Modular Board,Player Elimination",2016,2,2,45,54,7.81482,5.55597,3,2
146784,Dark Gothic,"Card Game,Horror",Deck / Pool Building,2014,2,6,45,459,6.90284,5.8327,19,2.1579
146791,Shadows of Brimstone: City of the Ancients,"Adventure,American West,Exploration,Fighting,Horror,Miniatures","Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Role Playing,Variable Player Powers",2014,1,4,120,3110,7.99072,7.05292,168,3.3333
146816,Sanssouci,Age of Reason,"Hand Management,Pattern Building,Tile Placement",2013,2,4,45,1282,7.13569,6.28636,58,2.0517
146818,Cappuccino,Abstract Strategy,"Area Enclosure,Grid Movement,Modular Board",2013,2,4,20,478,6.25458,5.68657,31,1.2581
146864,NFL Rush Zone,"Dice,Sports",Dice Rolling,2013,2,6,20,88,5.11901,5.46937,4,1
146880,Train Heist,"American West,Trains","Action Point Allowance System,Co-operative Play,Grid Movement,Hand Management,Pick-up and Deliver,Trading,Variable Player Powers",2013,2,4,60,196,6.61199,5.62463,12,2.1667
146886,La Granja,"Economic,Farming","Area Control / Area Influence,Dice Rolling,Hand Management,Simultaneous Action Selection,Variable Player Powers,Worker Placement",2014,1,4,120,7260,7.69263,7.34231,394,3.5812
146910,Wildcatters,"Economic,Transportation","Area Control / Area Influence,Pick-up and Deliver,Route/Network Building,Stock Holding",2013,2,4,120,901,7.57307,6.32833,62,3.8548
146922,Chain Of Command,"Book,Miniatures,Wargame,World War II","Action Point Allowance System,Dice Rolling,Simulation,Variable Player Powers",2013,2,2,120,132,8.34697,5.69957,8,3
146937,Walking on the Moon,"Humor,Print & Play,Racing,Science Fiction","Action / Movement Programming,Dice Rolling,Point to Point Movement,Roll / Spin and Move",2016,2,5,45,77,6.74234,5.55746,5,1.6
146943,Warlock,,"Auction/Bidding,Deck / Pool Building,Hand Management,Tile Placement",2013,3,5,60,180,6.57556,5.61449,23,3.3043
146963,Let Them Eat Shrimp!,Animals,Tile Placement,2014,2,5,20,189,6.66989,5.62954,9,1.4444
147009,Zombie Kidz,"Children's Game,Horror,Zombies","Co-operative Play,Dice Rolling,Point to Point Movement,Variable Player Powers",2013,2,4,15,160,5.8375,5.52873,9,1.1111
147020,Star Realms,"Card Game,Fighting,Science Fiction","Card Drafting,Deck / Pool Building,Player Elimination,Take That",2014,2,2,20,31374,7.60006,7.46299,1106,1.9503
147021,Hollywood,"Card Game,Industry / Manufacturing,Movies / TV / Radio theme","Auction/Bidding,Card Drafting,Set Collection",2013,2,6,30,485,6.49774,5.76668,38,1.9211
147030,World of Tanks: Rush,"Card Game,Video Game Theme,World War II","Card Drafting,Deck / Pool Building,Hand Management",2013,2,5,30,713,5.93121,5.62402,32,2.0625
147104,Wooolf!!,"Animals,Bluffing,Card Game,Deduction,Party Game","Action Point Allowance System,Betting/Wagering,Role Playing,Variable Player Powers",2013,4,8,30,224,6.64375,5.65112,21,1.9524
147116,The Witcher Adventure Game,"Adventure,Fantasy,Novel-based,Travel,Video Game Theme","Action Point Allowance System,Area Movement,Dice Rolling,Pick-up and Deliver,Set Collection,Variable Player Powers",2014,2,4,120,2064,6.40456,5.95464,106,2.4623
147136,Elemental Blast,"Card Game,Fantasy,Party Game","Hand Management,Set Collection,Take That",2013,3,7,30,58,6.0181,5.52392,6,1.1667
147144,Whacky Wit,"Collectible Components,Dice,Maze,Video Game Theme","Dice Rolling,Grid Movement,Player Elimination",2013,2,5,15,133,6.60256,5.59354,7,2
147145,Primate Fear,"Card Game,Humor,Zombies","Dice Rolling,Player Elimination,Take That",2013,2,6,45,111,6.05496,5.53378,1,1
147151,Concept,"Deduction,Party Game",Partnerships,2013,4,12,40,13356,6.86289,6.70811,385,1.4078
147154,Blue Moon Legends,"Card Game,Fantasy","Hand Management,Variable Player Powers",2014,2,2,30,1676,7.29594,6.46251,70,2.2714
147168,Guerra De Mitos II,"Card Game,Mythology",Deck / Pool Building,2013,2,6,20,65,7.71738,5.56348,5,2.2
147170,El Grande Decennial Edition,"Medieval,Political","Area Control / Area Influence,Auction/Bidding,Hand Management,Secret Unit Deployment,Simultaneous Action Selection,Variable Phase Order,Variable Player Powers",2006,2,5,90,689,8.31746,6.44997,32,3
147171,Soccer City,"Card Game,Sports","Grid Movement,Hand Management,Simultaneous Action Selection",2013,2,2,180,159,7.30208,5.65376,12,2.4167
147190,Yggdrasil Second Edition with Asgard Expansion,Mythology,"Action Point Allowance System,Co-operative Play,Deck / Pool Building,Dice Rolling,Set Collection,Variable Player Powers",2013,1,6,75,230,7.83135,5.81745,17,2.3529
147206,Copper Country,"Economic,Industry / Manufacturing","Action Point Allowance System,Area Control / Area Influence,Grid Movement,Hand Management,Press Your Luck,Set Collection,Variable Player Powers,Worker Placement",2015,2,4,60,193,6.84741,5.6502,24,2.7083
147240,Catan: Family Edition,Negotiation,"Dice Rolling,Hand Management,Modular Board,Route/Network Building,Trading",2012,3,4,90,334,6.65045,5.67172,6,2.3333
147251,Lembitu,"Fighting,Medieval","Action Point Allowance System,Co-operative Play,Dice Rolling,Point to Point Movement",2015,2,4,60,51,6.35686,5.52788,8,2.625
147253,The Ancient World,"Ancient,Civilization,Fantasy","Card Drafting,Dice Rolling,Set Collection,Worker Placement",2014,2,4,90,1848,7.08281,6.40223,102,2.7157
147299,Pocket Imperium,"Print & Play,Science Fiction,Space Exploration,Territory Building","Action / Movement Programming,Area Control / Area Influence,Modular Board,Simultaneous Action Selection",2013,2,4,45,643,6.26732,5.73183,31,1.9355
147303,Carcassonne: South Seas,"Economic,Nautical","Area Control / Area Influence,Set Collection,Tile Placement",2013,2,5,35,2790,7.11812,6.56034,137,1.8905
147305,Om Nom Nom,"Animals,Bluffing,Card Game,Dice","Dice Rolling,Simultaneous Action Selection",2013,1,6,20,548,6.33672,5.73122,31,1.1935
147363,Yu-Gi-Oh! Dice Masters,"Collectible Components,Comic Book / Strip,Dice,Fantasy,Fighting,Game System,Movies / TV / Radio theme,Video Game Theme","Deck / Pool Building,Dice Rolling,Variable Player Powers",2015,2,2,60,260,6.88869,5.71939,8,2
147370,Robot Turtles,"Children's Game,Maze","Action / Movement Programming,Area Movement",2013,2,5,15,979,6.01316,5.70532,34,1.3529
147396,Dr. Hrubec,"Card Game,Medical,Party Game","Dice Rolling,Hand Management",2013,2,5,40,53,5.65094,5.50074,4,2.25
147400,Kyoto Protocol,"Card Game,Environmental,Industry / Manufacturing","Card Drafting,Hand Management,Set Collection",2015,2,7,30,81,6.65802,5.56772,3,1.6667
147418,Ajo y Agua,"Bluffing,Card Game,Deduction,Humor,Murder/Mystery,Novel-based,Science Fiction","Hand Management,Partnerships,Role Playing,Variable Player Powers",2013,4,6,20,56,6.01196,5.51561,4,1.5
147427,King's Ransom,"Abstract Strategy,Ancient,Card Game","Area Control / Area Influence,Grid Movement,Secret Unit Deployment,Tile Placement",2013,2,2,0,42,7.14762,5.54554,5,1.6
147431,Cubist,"Dice,Educational,Puzzle","Dice Rolling,Hand Management,Pattern Building,Pattern Recognition",2014,2,4,45,600,6.8111,5.90457,35,1.9143
147451,Field of Glory: The Card Game,"Ancient,Card Game,Fighting","Card Drafting,Deck / Pool Building,Hand Management,Modular Board,Secret Unit Deployment",2013,2,2,30,421,6.64666,5.77107,35,1.9143
147457,The Great Persuader,Party Game,"Betting/Wagering,Voting",2013,3,8,30,47,5.81915,5.5111,1,1
147474,8 Masters' Revenge,"Card Game,Fantasy,Fighting","Action / Movement Programming,Hand Management,Partnerships,Variable Player Powers",2013,1,4,45,154,6.67701,5.6171,11,2.4545
147505,Lords & Ladies,"Card Game,Humor,Novel-based","Dice Rolling,Hand Management",2014,2,5,60,203,6.51576,5.60665,13,1.6154
147523,Risk Battlefield Rogue,"Dice,Modern Warfare,Territory Building,Video Game Theme,Wargame","Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling",2013,2,4,90,182,5.56212,5.48742,16,2
147537,Malifaux (second edition),"Collectible Components,Fantasy,Horror,Miniatures,Science Fiction","Action Point Allowance System,Area Control / Area Influence,Hand Management,Variable Player Powers",2013,2,2,120,402,8.12284,6.05691,27,3.9259
147563,Stories!,,Storytelling,2013,3,10,30,91,6.6056,5.56627,7,1.1429
147568,Risk: The Walking Dead – Survival Edition,"Horror,Movies / TV / Radio theme,Wargame,Zombies","Area Control / Area Influence,Dice Rolling",2013,2,5,60,345,6.5269,5.67866,20,1.9
147581,The Rats in the Walls,"Bluffing,Dice",Dice Rolling,2013,3,6,30,51,4.76078,5.47179,3,1
147590,Habe fertig,"Card Game,Number",Hand Management,2013,2,4,20,70,5.875,5.5191,3,1
147614,Crazy Time,"Action / Dexterity,Card Game,Party Game",Pattern Recognition,2013,4,7,30,315,6.86486,5.75182,13,1.6154
147623,Friese's Landlord,"Card Game,City Building,Humor","Hand Management,Take That",2013,2,6,40,805,6.50642,5.86478,41,1.7805
147624,Mount Everest,"Environmental,Exploration,Sports,Transportation","Deck / Pool Building,Hand Management,Pick-up and Deliver,Simultaneous Action Selection",2013,2,5,90,340,6.43088,5.67535,16,2.6875
147685,Hook!,"Animals,Fighting,Party Game,Pirates,Real-time","Player Elimination,Simultaneous Action Selection",2014,3,6,30,175,5.46054,5.48977,7,1.1429
147707,Mush! Mush!: Snow Tails 2,"Animals,Card Game,Humor,Racing,Sports",Hand Management,2013,2,8,30,333,6.9503,5.79306,27,1.9259
147716,Mars Attacks: The Miniatures Game,"Humor,Miniatures,Science Fiction,Wargame","Dice Rolling,Grid Movement,Hand Management",2014,2,2,120,271,7.14503,5.74535,10,2.2
147721,Karnickel,"Animals,Children's Game,Dice,Racing,Trains","Modular Board,Press Your Luck,Roll / Spin and Move",2013,2,4,15,141,5.38591,5.48887,8,1.125
147747,Super Fantasy: Ugly Snouts Assault,"Exploration,Fantasy,Fighting,Humor","Co-operative Play,Dice Rolling,Grid Movement,Modular Board,Partnerships,Role Playing,Variable Player Powers",2013,1,6,90,526,6.83989,5.85725,35,2.4286
147768,Five Cucumbers,Card Game,"Player Elimination,Trick-taking",2013,2,6,25,1038,5.88905,5.66214,52,1.3269
